sku,valid_from,valid_to,price
QX-DRK-986,2026-03-11,2026-03-11,2.20
QX-DRK-986,2026-03-11,2026-03-11,2.33
QX-DRK-986,2026-03-11,2026-03-11,2.46
QX-DRK-986,2026-03-11,,2.16
QX-HHD-987,2024-09-25,2025-09-06,1.91
QX-HHD-987,2025-09-06,2025-09-06,2.04
QX-HHD-987,2025-09-06,2026-03-21,2.20
QX-HHD-987,2026-03-21,2026-03-21,2.32
QX-HHD-987,2026-03-21,,2.25
QX-HHD-988,2024-11-25,2026-03-31,3.47
QX-HHD-988,2026-03-31,2026-03-31,3.55
QX-HHD-988,2026-03-31,,3.78
QX-CHL-989,2024-10-07,2025-07-16,6.01
QX-CHL-989,2025-07-16,2026-03-01,6.44
QX-CHL-989,2026-03-01,2026-03-11,6.81
QX-CHL-989,2026-03-11,2026-03-11,6.94
QX-CHL-989,2026-03-11,,7.11
QX-DRK-990,2023-12-21,2025-12-10,0.89
QX-DRK-990,2025-12-10,2025-12-10,0.96
QX-DRK-990,2025-12-10,2025-12-10,1.04
QX-DRK-990,2025-12-10,2025-12-10,1.10
QX-DRK-990,2025-12-10,2025-12-10,1.17
QX-DRK-990,2025-12-10,2025-12-10,1.21
QX-DRK-990,2025-12-10,,0.99
QX-BWS-991,2025-02-07,2026-01-03,20.25
QX-BWS-991,2026-01-03,2026-01-03,21.57
QX-BWS-991,2026-01-03,2026-01-03,21.89
QX-BWS-991,2026-01-03,2026-01-03,22.39
QX-BWS-991,2026-01-03,2026-01-03,24.40
QX-BWS-991,2026-01-03,2026-01-03,24.96
QX-BWS-991,2026-01-03,,23.81
QX-FRZ-992,2024-09-08,2025-12-06,1.01
QX-FRZ-992,2025-12-06,2025-12-20,1.03
QX-FRZ-992,2025-12-20,2025-12-20,1.12
QX-FRZ-992,2025-12-20,,1.14
QX-CHL-993,2024-05-20,2025-12-05,5.80
QX-CHL-993,2025-12-05,2025-12-14,6.17
QX-CHL-993,2025-12-14,,6.37
QX-BAK-994,2024-09-03,2025-08-03,2.75
QX-BAK-994,2025-08-03,2025-08-03,2.99
QX-BAK-994,2025-08-03,2026-01-20,3.07
QX-BAK-994,2026-01-20,2026-01-20,3.24
QX-BAK-994,2026-01-20,2026-01-20,3.28
QX-BAK-994,2026-01-20,,3.12
QX-FRZ-995,2024-12-09,2025-09-18,5.20
QX-FRZ-995,2025-09-18,2025-10-30,5.35
QX-FRZ-995,2025-10-30,2025-11-02,5.80
QX-FRZ-995,2025-11-02,2025-11-02,6.09
QX-FRZ-995,2025-11-02,2025-11-04,6.24
QX-FRZ-995,2025-11-04,,5.72
QX-DRY-996,2024-10-20,2025-11-15,3.03
QX-DRY-996,2025-11-15,2025-11-16,3.15
QX-DRY-996,2025-11-16,,3.20
QX-FRZ-997,2025-03-30,2025-07-15,2.49
QX-FRZ-997,2025-07-15,,2.62
QX-PRO-999,2023-11-25,2026-03-09,0.59
QX-PRO-999,2026-03-09,2026-03-28,0.64
QX-PRO-999,2026-03-28,2026-03-28,0.69
QX-PRO-999,2026-03-28,2026-03-28,0.71
QX-PRO-999,2026-03-28,2026-03-28,0.76
QX-PRO-999,2026-03-28,,0.68
QX-BAK-000,2023-11-30,2026-01-13,7.31
QX-BAK-000,2026-01-13,,7.84
QX-BAK-001,2023-10-28,2025-07-22,6.15
QX-BAK-001,2025-07-22,2025-07-22,6.38
QX-BAK-001,2025-07-22,2025-11-25,6.70
QX-BAK-001,2025-11-25,,6.56
QX-CER-003,2025-04-23,2026-01-06,2.02
QX-CER-003,2026-01-06,2026-01-06,2.12
QX-CER-003,2026-01-06,,2.39
QX-CER-006,2023-10-25,2026-03-12,3.89
QX-CER-006,2026-03-12,2026-03-12,4.02
QX-CER-006,2026-03-12,2026-03-29,4.24
QX-CER-006,2026-03-29,2026-03-29,4.38
QX-CER-006,2026-03-29,2026-03-29,4.72
QX-CER-006,2026-03-29,2026-03-29,5.12
QX-CER-006,2026-03-29,,4.17
QX-TIN-007,2025-01-10,2025-07-30,2.49
QX-TIN-007,2025-07-30,2025-10-08,2.56
QX-TIN-007,2025-10-08,2025-10-08,2.70
QX-TIN-007,2025-10-08,2025-12-21,2.75
QX-TIN-007,2025-12-21,,2.66
QX-HHD-008,2024-09-22,2025-08-08,9.93
QX-HHD-008,2025-08-08,2025-08-13,10.13
QX-HHD-008,2025-08-13,,10.84
QX-HHD-009,2024-09-25,2025-12-15,9.33
QX-HHD-009,2025-12-15,2026-03-29,9.95
QX-HHD-009,2026-03-29,,10.71
QX-HBC-010,2025-04-14,2025-08-29,12.75
QX-HBC-010,2025-08-29,,13.34
QX-CHL-012,2024-04-27,2026-01-26,16.66
QX-CHL-012,2026-01-26,2026-01-26,17.71
QX-CHL-012,2026-01-26,2026-03-23,18.23
QX-CHL-012,2026-03-23,,19.60
QX-PET-013,2024-04-30,2025-10-25,5.36
QX-PET-013,2025-10-25,2026-02-25,5.75
QX-PET-013,2026-02-25,2026-02-25,5.92
QX-PET-013,2026-02-25,2026-02-25,6.13
QX-PET-013,2026-02-25,,6.07
QX-HHD-014,2024-08-15,2025-08-10,2.02
QX-HHD-014,2025-08-10,2025-08-10,2.19
QX-HHD-014,2025-08-10,2025-12-09,2.28
QX-HHD-014,2025-12-09,2026-02-05,2.40
QX-HHD-014,2026-02-05,,2.30
QX-DRY-016,2023-10-19,2026-03-09,1.47
QX-DRY-016,2026-03-09,,1.54
QX-DRY-017,2025-03-31,2025-08-28,1.82
QX-DRY-017,2025-08-28,2025-09-20,1.92
QX-DRY-017,2025-09-20,2025-09-20,2.01
QX-DRY-017,2025-09-20,2026-03-04,2.05
QX-DRY-017,2026-03-04,,1.98
QX-PET-018,2024-08-24,2026-03-14,2.55
QX-PET-018,2026-03-14,2026-03-14,2.67
QX-PET-018,2026-03-14,2026-03-14,2.85
QX-PET-018,2026-03-14,2026-03-14,3.10
QX-PET-018,2026-03-14,2026-03-14,3.28
QX-PET-018,2026-03-14,,2.86
QX-FRZ-019,2024-01-14,2025-10-25,3.66
QX-FRZ-019,2025-10-25,2026-01-03,3.89
QX-FRZ-019,2026-01-03,2026-02-24,4.15
QX-FRZ-019,2026-02-24,2026-02-24,4.33
QX-FRZ-019,2026-02-24,,4.04
QX-HBC-020,2024-09-25,2025-12-28,9.12
QX-HBC-020,2025-12-28,2025-12-28,9.82
QX-HBC-020,2025-12-28,2025-12-28,10.22
QX-HBC-020,2025-12-28,2025-12-28,10.70
QX-HBC-020,2025-12-28,2025-12-28,10.99
QX-HBC-020,2025-12-28,,9.97
QX-HBC-021,2024-10-13,2026-01-08,9.91
QX-HBC-021,2026-01-08,2026-02-25,10.24
QX-HBC-021,2026-02-25,2026-02-25,11.13
QX-HBC-021,2026-02-25,2026-02-25,11.40
QX-HBC-021,2026-02-25,2026-02-25,12.23
QX-HBC-021,2026-02-25,,11.35
QX-FRZ-022,2025-01-03,2025-12-09,4.14
QX-FRZ-022,2025-12-09,2026-02-20,4.25
QX-FRZ-022,2026-02-20,2026-02-20,4.51
QX-FRZ-022,2026-02-20,2026-02-20,4.72
QX-FRZ-022,2026-02-20,,4.74
QX-HHD-023,2024-10-04,2026-03-23,5.89
QX-HHD-023,2026-03-23,2026-03-23,5.98
QX-HHD-023,2026-03-23,2026-03-23,6.39
QX-HHD-023,2026-03-23,2026-03-23,6.70
QX-HHD-023,2026-03-23,,7.03
QX-DRY-024,2024-10-20,2025-07-19,5.50
QX-DRY-024,2025-07-19,,5.97
QX-PRO-025,2024-10-30,2025-10-04,3.40
QX-PRO-025,2025-10-04,2025-10-04,3.52
QX-PRO-025,2025-10-04,,3.62
QX-PET-026,2023-10-27,2026-02-23,7.62
QX-PET-026,2026-02-23,2026-03-03,7.95
QX-PET-026,2026-03-03,2026-03-03,8.51
QX-PET-026,2026-03-03,2026-03-03,9.05
QX-PET-026,2026-03-03,2026-03-03,9.39
QX-PET-026,2026-03-03,,8.36
QX-TIN-027,2024-10-14,2026-01-08,1.76
QX-TIN-027,2026-01-08,2026-01-21,1.86
QX-TIN-027,2026-01-21,2026-01-21,1.93
QX-TIN-027,2026-01-21,,2.10
QX-FRZ-028,2024-06-17,2025-12-10,2.23
QX-FRZ-028,2025-12-10,2025-12-10,2.34
QX-FRZ-028,2025-12-10,,2.40
QX-FRZ-029,2024-08-07,2026-01-28,1.75
QX-FRZ-029,2026-01-28,2026-01-28,1.81
QX-FRZ-029,2026-01-28,2026-01-28,1.95
QX-FRZ-029,2026-01-28,2026-01-28,2.03
QX-FRZ-029,2026-01-28,2026-01-28,2.21
QX-FRZ-029,2026-01-28,2026-03-31,2.36
QX-FRZ-029,2026-03-31,,2.10
QX-DRK-030,2025-03-12,2025-12-16,4.52
QX-DRK-030,2025-12-16,2025-12-16,4.62
QX-DRK-030,2025-12-16,2026-01-21,4.94
QX-DRK-030,2026-01-21,2026-01-27,5.34
QX-DRK-030,2026-01-27,2026-03-02,5.67
QX-DRK-030,2026-03-02,2026-03-02,5.83
QX-DRK-030,2026-03-02,,5.01
QX-TIN-031,2023-11-27,2026-01-28,2.19
QX-TIN-031,2026-01-28,2026-01-28,2.36
QX-TIN-031,2026-01-28,2026-01-28,2.41
QX-TIN-031,2026-01-28,,2.47
QX-CHL-032,2023-11-28,2025-12-08,18.59
QX-CHL-032,2025-12-08,2026-02-19,18.90
QX-CHL-032,2026-02-19,2026-03-20,19.71
QX-CHL-032,2026-03-20,2026-03-20,20.73
QX-CHL-032,2026-03-20,2026-03-20,22.25
QX-CHL-032,2026-03-20,,20.40
QX-HHD-033,2024-01-19,2025-06-30,6.90
QX-HHD-033,2025-06-30,2026-03-28,7.08
QX-HHD-033,2026-03-28,,8.26
QX-CER-034,2025-02-12,2026-02-18,1.84
QX-CER-034,2026-02-18,2026-02-18,1.88
QX-CER-034,2026-02-18,2026-02-18,1.97
QX-CER-034,2026-02-18,2026-02-18,2.06
QX-CER-034,2026-02-18,,2.13
QX-PET-035,2024-02-09,2025-11-18,4.79
QX-PET-035,2025-11-18,2025-11-23,5.10
QX-PET-035,2025-11-23,,5.00
QX-DRK-036,2023-10-28,2025-09-01,2.68
QX-DRK-036,2025-09-01,2025-09-13,2.91
QX-DRK-036,2025-09-13,2025-09-13,3.11
QX-DRK-036,2025-09-13,,2.87
QX-CER-037,2025-05-04,2026-03-04,1.61
QX-CER-037,2026-03-04,2026-03-04,1.63
QX-CER-037,2026-03-04,2026-03-04,1.69
QX-CER-037,2026-03-04,,1.83
QX-CER-038,2023-11-03,2025-12-10,1.05
QX-CER-038,2025-12-10,2026-03-15,1.14
QX-CER-038,2026-03-15,,1.22
QX-DRY-039,2024-10-09,2025-09-15,3.68
QX-DRY-039,2025-09-15,2025-09-15,3.74
QX-DRY-039,2025-09-15,2025-09-15,4.04
QX-DRY-039,2025-09-15,2025-11-02,4.29
QX-DRY-039,2025-11-02,2026-03-21,4.48
QX-DRY-039,2026-03-21,,4.42
QX-PRO-040,2024-06-17,2025-09-01,0.39
QX-PRO-040,2025-09-01,,0.45
QX-DRY-041,2024-10-22,2025-09-23,2.59
QX-DRY-041,2025-09-23,2025-09-23,2.75
QX-DRY-041,2025-09-23,2026-03-31,2.78
QX-DRY-041,2026-03-31,2026-03-31,2.97
QX-DRY-041,2026-03-31,2026-03-31,3.16
QX-DRY-041,2026-03-31,,2.75
QX-DRY-042,2023-10-25,2025-11-12,2.97
QX-DRY-042,2025-11-12,2025-11-12,3.11
QX-DRY-042,2025-11-12,,3.33
QX-PRO-043,2025-04-08,2025-11-04,2.99
QX-PRO-043,2025-11-04,2025-11-04,3.08
QX-PRO-043,2025-11-04,2025-11-04,3.23
QX-PRO-043,2025-11-04,2026-02-02,3.38
QX-PRO-043,2026-02-02,,3.30
QX-BAK-044,2024-11-01,2025-11-26,5.77
QX-BAK-044,2025-11-26,,6.11
QX-PET-045,2025-01-08,2025-07-14,4.75
QX-PET-045,2025-07-14,2026-01-27,4.89
QX-PET-045,2026-01-27,2026-02-25,5.16
QX-PET-045,2026-02-25,2026-02-25,5.22
QX-PET-045,2026-02-25,2026-02-25,5.68
QX-PET-045,2026-02-25,2026-02-25,6.05
QX-PET-045,2026-02-25,,5.52
QX-DRY-046,2024-02-08,2025-12-21,1.84
QX-DRY-046,2025-12-21,2026-03-30,1.94
QX-DRY-046,2026-03-30,,1.97
QX-FRZ-048,2023-10-21,2025-12-01,5.54
QX-FRZ-048,2025-12-01,2026-03-29,5.93
QX-FRZ-048,2026-03-29,2026-03-29,6.05
QX-FRZ-048,2026-03-29,2026-03-29,6.13
QX-FRZ-048,2026-03-29,2026-03-29,6.35
QX-FRZ-048,2026-03-29,2026-03-29,6.42
QX-FRZ-048,2026-03-29,,6.70
QX-FRZ-049,2024-02-12,2025-11-18,1.60
QX-FRZ-049,2025-11-18,,1.87
QX-HHD-050,2025-03-12,2025-09-18,6.52
QX-HHD-050,2025-09-18,2025-09-18,6.77
QX-HHD-050,2025-09-18,2025-09-18,7.03
QX-HHD-050,2025-09-18,2026-01-04,7.63
QX-HHD-050,2026-01-04,2026-01-04,8.23
QX-HHD-050,2026-01-04,,7.94
QX-CER-051,2025-04-12,2026-03-06,3.79
QX-CER-051,2026-03-06,2026-03-06,4.11
QX-CER-051,2026-03-06,2026-03-06,4.44
QX-CER-051,2026-03-06,2026-03-06,4.71
QX-CER-051,2026-03-06,,4.22
QX-CER-052,2024-07-03,2025-10-26,3.75
QX-CER-052,2025-10-26,2026-03-21,4.05
QX-CER-052,2026-03-21,2026-03-21,4.11
QX-CER-052,2026-03-21,2026-03-21,4.46
QX-CER-052,2026-03-21,,4.14
QX-DRY-054,2024-03-07,2025-10-09,1.03
QX-DRY-054,2025-10-09,2026-01-19,1.07
QX-DRY-054,2026-01-19,2026-01-19,1.09
QX-DRY-054,2026-01-19,2026-02-10,1.12
QX-DRY-054,2026-02-10,,1.22
QX-BWS-055,2025-02-05,2025-12-29,12.47
QX-BWS-055,2025-12-29,2025-12-29,13.30
QX-BWS-055,2025-12-29,2025-12-29,14.12
QX-BWS-055,2025-12-29,,14.97
QX-BAK-056,2024-10-13,2025-12-26,2.39
QX-BAK-056,2025-12-26,2026-02-26,2.48
QX-BAK-056,2026-02-26,,2.84
QX-BWS-057,2025-04-14,2025-10-21,27.25
QX-BWS-057,2025-10-21,2025-10-22,28.45
QX-BWS-057,2025-10-22,2025-12-11,30.85
QX-BWS-057,2025-12-11,2025-12-11,31.64
QX-BWS-057,2025-12-11,2025-12-11,34.04
QX-BWS-057,2025-12-11,,29.15
QX-DRY-058,2024-06-20,2025-09-15,2.99
QX-DRY-058,2025-09-15,2026-02-16,3.13
QX-DRY-058,2026-02-16,2026-02-16,3.29
QX-DRY-058,2026-02-16,2026-02-16,3.38
QX-DRY-058,2026-02-16,2026-02-16,3.43
QX-DRY-058,2026-02-16,,3.23
QX-DRK-059,2025-02-26,2025-10-18,2.61
QX-DRK-059,2025-10-18,2026-03-13,2.76
QX-DRK-059,2026-03-13,2026-03-13,3.00
QX-DRK-059,2026-03-13,2026-03-13,3.21
QX-DRK-059,2026-03-13,,2.77
QX-BAK-060,2024-04-02,2025-10-08,1.19
QX-BAK-060,2025-10-08,2025-12-28,1.29
QX-BAK-060,2025-12-28,2025-12-28,1.35
QX-BAK-060,2025-12-28,2025-12-28,1.38
QX-BAK-060,2025-12-28,,1.43
QX-TIN-061,2024-04-10,2025-10-19,0.67
QX-TIN-061,2025-10-19,2025-12-15,0.72
QX-TIN-061,2025-12-15,2025-12-15,0.74
QX-TIN-061,2025-12-15,2025-12-15,0.74
QX-TIN-061,2025-12-15,,0.76
QX-HBC-062,2024-12-29,2026-02-28,8.88
QX-HBC-062,2026-02-28,2026-02-28,9.35
QX-HBC-062,2026-02-28,2026-02-28,9.88
QX-HBC-062,2026-02-28,,9.96
QX-BAK-063,2023-11-21,2026-03-17,6.09
QX-BAK-063,2026-03-17,2026-03-17,6.31
QX-BAK-063,2026-03-17,2026-03-17,6.63
QX-BAK-063,2026-03-17,2026-03-17,7.06
QX-BAK-063,2026-03-17,2026-03-17,7.52
QX-BAK-063,2026-03-17,,6.70
QX-CER-064,2024-08-06,2025-09-03,2.07
QX-CER-064,2025-09-03,,2.35
QX-PRO-065,2024-12-07,2025-07-10,0.62
QX-PRO-065,2025-07-10,2026-01-22,0.63
QX-PRO-065,2026-01-22,2026-01-22,0.65
QX-PRO-065,2026-01-22,2026-01-22,0.68
QX-PRO-065,2026-01-22,2026-01-22,0.74
QX-PRO-065,2026-01-22,,0.69
QX-FRZ-066,2024-12-14,2026-03-15,2.41
QX-FRZ-066,2026-03-15,2026-03-15,2.51
QX-FRZ-066,2026-03-15,2026-03-15,2.71
QX-FRZ-066,2026-03-15,2026-03-15,2.91
QX-FRZ-066,2026-03-15,,2.90
QX-FRZ-067,2023-11-17,2025-10-07,1.69
QX-FRZ-067,2025-10-07,2025-11-17,1.80
QX-FRZ-067,2025-11-17,2026-01-18,1.97
QX-FRZ-067,2026-01-18,,2.04
QX-PRO-068,2024-03-19,2025-10-14,1.51
QX-PRO-068,2025-10-14,2025-10-14,1.55
QX-PRO-068,2025-10-14,,1.80
QX-CHL-069,2024-09-18,2025-12-19,0.99
QX-CHL-069,2025-12-19,2026-01-01,1.06
QX-CHL-069,2026-01-01,2026-01-01,1.11
QX-CHL-069,2026-01-01,2026-01-01,1.15
QX-CHL-069,2026-01-01,2026-01-01,1.25
QX-CHL-069,2026-01-01,,1.10
QX-HHD-070,2023-11-17,2025-10-30,4.97
QX-HHD-070,2025-10-30,2025-12-19,5.41
QX-HHD-070,2025-12-19,2025-12-31,5.73
QX-HHD-070,2025-12-31,,5.80
QX-FRZ-071,2025-04-14,2026-03-20,2.98
QX-FRZ-071,2026-03-20,2026-03-20,3.14
QX-FRZ-071,2026-03-20,2026-03-20,3.34
QX-FRZ-071,2026-03-20,2026-03-23,3.58
QX-FRZ-071,2026-03-23,2026-03-23,3.65
QX-FRZ-071,2026-03-23,2026-03-23,3.79
QX-FRZ-071,2026-03-23,,3.48
QX-PET-072,2025-04-14,2025-10-09,7.58
QX-PET-072,2025-10-09,2026-03-20,7.77
QX-PET-072,2026-03-20,2026-03-20,7.87
QX-PET-072,2026-03-20,2026-03-20,8.35
QX-PET-072,2026-03-20,,8.04
QX-TIN-073,2025-03-05,2025-11-21,1.85
QX-TIN-073,2025-11-21,2025-11-21,1.87
QX-TIN-073,2025-11-21,2026-01-07,1.92
QX-TIN-073,2026-01-07,,2.12
QX-HBC-074,2024-03-10,2026-03-13,1.20
QX-HBC-074,2026-03-13,,1.45
QX-BAK-076,2024-04-02,2026-01-05,2.67
QX-BAK-076,2026-01-05,,2.95
QX-HHD-077,2024-01-16,2025-12-24,3.48
QX-HHD-077,2025-12-24,2025-12-24,3.61
QX-HHD-077,2025-12-24,2025-12-24,3.83
QX-HHD-077,2025-12-24,2025-12-24,4.05
QX-HHD-077,2025-12-24,2026-03-06,4.39
QX-HHD-077,2026-03-06,2026-03-06,4.56
QX-HHD-077,2026-03-06,,4.03
QX-PET-078,2024-05-17,2025-07-01,2.09
QX-PET-078,2025-07-01,2025-11-16,2.22
QX-PET-078,2025-11-16,2025-11-16,2.31
QX-PET-078,2025-11-16,2026-03-03,2.36
QX-PET-078,2026-03-03,,2.45
QX-FRZ-079,2024-12-25,2025-07-06,3.89
QX-FRZ-079,2025-07-06,2025-07-11,4.10
QX-FRZ-079,2025-07-11,2025-09-11,4.26
QX-FRZ-079,2025-09-11,2025-09-11,4.32
QX-FRZ-079,2025-09-11,,4.48
QX-HBC-080,2025-01-20,2026-01-08,8.74
QX-HBC-080,2026-01-08,2026-01-08,9.45
QX-HBC-080,2026-01-08,2026-01-08,9.58
QX-HBC-080,2026-01-08,2026-01-08,10.17
QX-HBC-080,2026-01-08,2026-01-08,10.90
QX-HBC-080,2026-01-08,,10.50
QX-BAK-081,2024-07-09,2026-01-19,2.31
QX-BAK-081,2026-01-19,2026-01-19,2.49
QX-BAK-081,2026-01-19,2026-03-19,2.52
QX-BAK-081,2026-03-19,2026-03-19,2.73
QX-BAK-081,2026-03-19,,2.63
QX-CHL-082,2024-05-12,2025-11-10,16.92
QX-CHL-082,2025-11-10,2025-11-10,17.38
QX-CHL-082,2025-11-10,2025-11-10,18.01
QX-CHL-082,2025-11-10,,18.10
QX-TIN-083,2024-11-14,2025-07-18,0.94
QX-TIN-083,2025-07-18,2025-11-28,1.00
QX-TIN-083,2025-11-28,,1.14
QX-HBC-084,2024-10-29,2025-08-01,4.56
QX-HBC-084,2025-08-01,2025-09-17,4.96
QX-HBC-084,2025-09-17,2025-09-17,5.11
QX-HBC-084,2025-09-17,2025-09-17,5.25
QX-HBC-084,2025-09-17,,5.19
QX-PET-085,2023-11-09,2025-08-13,6.92
QX-PET-085,2025-08-13,2025-09-20,7.37
QX-PET-085,2025-09-20,2025-10-02,7.63
QX-PET-085,2025-10-02,2025-10-02,8.18
QX-PET-085,2025-10-02,2025-10-02,8.72
QX-PET-085,2025-10-02,2025-11-28,9.05
QX-PET-085,2025-11-28,,7.88
QX-HHD-086,2024-11-18,2025-10-14,10.17
QX-HHD-086,2025-10-14,2025-10-14,10.61
QX-HHD-086,2025-10-14,2026-03-19,11.09
QX-HHD-086,2026-03-19,2026-03-19,11.31
QX-HHD-086,2026-03-19,2026-03-19,11.89
QX-HHD-086,2026-03-19,2026-03-19,12.42
QX-HHD-086,2026-03-19,,11.27
QX-CHL-087,2024-09-28,2025-09-24,5.69
QX-CHL-087,2025-09-24,2025-09-24,6.08
QX-CHL-087,2025-09-24,2025-09-24,6.22
QX-CHL-087,2025-09-24,,6.16
QX-DRK-088,2025-04-26,2025-07-03,3.73
QX-DRK-088,2025-07-03,,4.10
QX-HBC-089,2024-05-12,2026-01-10,6.39
QX-HBC-089,2026-01-10,2026-01-28,6.47
QX-HBC-089,2026-01-28,,7.09
QX-PET-090,2024-11-01,2025-12-10,2.07
QX-PET-090,2025-12-10,,2.46
QX-BWS-091,2025-03-07,2025-10-14,4.48
QX-BWS-091,2025-10-14,2025-12-05,4.87
QX-BWS-091,2025-12-05,2025-12-05,5.08
QX-BWS-091,2025-12-05,,4.67
QX-HHD-092,2025-06-05,2025-12-27,4.17
QX-HHD-092,2025-12-27,2026-02-09,4.30
QX-HHD-092,2026-02-09,2026-03-27,4.60
QX-HHD-092,2026-03-27,2026-03-29,4.82
QX-HHD-092,2026-03-29,,4.70
QX-HHD-093,2024-12-23,2025-08-12,2.81
QX-HHD-093,2025-08-12,,3.15
QX-BWS-094,2024-04-20,2025-12-23,23.90
QX-BWS-094,2025-12-23,2025-12-23,24.86
QX-BWS-094,2025-12-23,2025-12-23,25.18
QX-BWS-094,2025-12-23,,28.88
QX-FRZ-095,2025-04-28,2025-08-08,6.67
QX-FRZ-095,2025-08-08,2025-12-23,7.06
QX-FRZ-095,2025-12-23,2025-12-23,7.50
QX-FRZ-095,2025-12-23,2025-12-23,7.65
QX-FRZ-095,2025-12-23,2025-12-30,7.84
QX-FRZ-095,2025-12-30,,7.96
QX-PET-097,2023-12-29,2026-01-11,5.91
QX-PET-097,2026-01-11,2026-01-11,6.44
QX-PET-097,2026-01-11,2026-01-11,6.67
QX-PET-097,2026-01-11,2026-01-11,6.77
QX-PET-097,2026-01-11,2026-01-11,7.32
QX-PET-097,2026-01-11,,7.05
QX-CHL-098,2024-03-27,2025-09-05,5.64
QX-CHL-098,2025-09-05,2026-01-14,5.85
QX-CHL-098,2026-01-14,2026-01-14,6.35
QX-CHL-098,2026-01-14,2026-03-29,6.46
QX-CHL-098,2026-03-29,,6.44
QX-DRK-099,2024-09-09,2026-02-03,3.49
QX-DRK-099,2026-02-03,2026-03-04,3.78
QX-DRK-099,2026-03-04,2026-03-04,3.98
QX-DRK-099,2026-03-04,2026-03-04,4.17
QX-DRK-099,2026-03-04,,3.74
QX-PET-100,2025-01-15,2026-01-31,2.22
QX-PET-100,2026-01-31,2026-01-31,2.40
QX-PET-100,2026-01-31,,2.57
QX-HHD-101,2024-05-21,2025-09-07,4.42
QX-HHD-101,2025-09-07,,5.23
QX-HHD-102,2025-04-12,2025-08-11,4.36
QX-HHD-102,2025-08-11,2025-10-16,4.55
QX-HHD-102,2025-10-16,2025-10-16,4.95
QX-HHD-102,2025-10-16,2025-10-16,5.18
QX-HHD-102,2025-10-16,2025-10-16,5.30
QX-HHD-102,2025-10-16,2026-01-28,5.54
QX-HHD-102,2026-01-28,,5.11
QX-DRK-103,2024-10-26,2025-07-27,3.02
QX-DRK-103,2025-07-27,2025-07-27,3.27
QX-DRK-103,2025-07-27,2025-09-26,3.40
QX-DRK-103,2025-09-26,2025-11-10,3.64
QX-DRK-103,2025-11-10,2025-11-10,3.78
QX-DRK-103,2025-11-10,2025-11-10,4.08
QX-DRK-103,2025-11-10,,3.25
QX-DRK-104,2024-12-25,2025-11-02,1.60
QX-DRK-104,2025-11-02,2025-11-26,1.67
QX-DRK-104,2025-11-26,,1.78
QX-CHL-105,2024-02-29,2025-08-03,1.58
QX-CHL-105,2025-08-03,2025-08-15,1.69
QX-CHL-105,2025-08-15,2025-08-15,1.77
QX-CHL-105,2025-08-15,,1.93
QX-CER-106,2024-04-18,2026-03-12,1.09
QX-CER-106,2026-03-12,2026-03-12,1.14
QX-CER-106,2026-03-12,2026-03-12,1.23
QX-CER-106,2026-03-12,2026-03-12,1.32
QX-CER-106,2026-03-12,,1.21
QX-DRY-107,2024-07-13,2026-03-12,5.53
QX-DRY-107,2026-03-12,,5.87
QX-TIN-108,2025-04-15,2025-09-24,1.44
QX-TIN-108,2025-09-24,2025-09-24,1.53
QX-TIN-108,2025-09-24,2025-09-24,1.66
QX-TIN-108,2025-09-24,2026-01-20,1.81
QX-TIN-108,2026-01-20,2026-01-20,1.91
QX-TIN-108,2026-01-20,2026-01-20,2.03
QX-TIN-108,2026-01-20,,1.60
QX-BAK-109,2023-12-02,2025-10-29,3.77
QX-BAK-109,2025-10-29,2025-11-27,3.88
QX-BAK-109,2025-11-27,2025-11-27,4.07
QX-BAK-109,2025-11-27,2025-11-27,4.25
QX-BAK-109,2025-11-27,2025-11-27,4.43
QX-BAK-109,2025-11-27,,4.07
QX-DRY-110,2025-03-20,2025-09-30,0.88
QX-DRY-110,2025-09-30,2026-02-08,0.92
QX-DRY-110,2026-02-08,2026-02-08,1.00
QX-DRY-110,2026-02-08,,1.00
QX-DRY-111,2024-06-14,2025-12-29,4.18
QX-DRY-111,2025-12-29,2025-12-29,4.48
QX-DRY-111,2025-12-29,2025-12-29,4.63
QX-DRY-111,2025-12-29,,4.71
QX-BAK-112,2024-02-13,2026-03-11,3.07
QX-BAK-112,2026-03-11,2026-03-11,3.26
QX-BAK-112,2026-03-11,2026-03-11,3.42
QX-BAK-112,2026-03-11,2026-03-11,3.47
QX-BAK-112,2026-03-11,2026-03-11,3.56
QX-BAK-112,2026-03-11,,3.67
QX-FRZ-113,2025-01-17,2026-02-17,4.85
QX-FRZ-113,2026-02-17,2026-02-17,4.95
QX-FRZ-113,2026-02-17,2026-02-17,5.04
QX-FRZ-113,2026-02-17,,5.78
QX-HBC-114,2024-11-19,2025-07-24,5.90
QX-HBC-114,2025-07-24,2026-02-03,6.39
QX-HBC-114,2026-02-03,2026-02-03,6.73
QX-HBC-114,2026-02-03,2026-02-03,7.31
QX-HBC-114,2026-02-03,,6.83
QX-CER-115,2024-09-25,2025-08-18,4.10
QX-CER-115,2025-08-18,2026-02-19,4.17
QX-CER-115,2026-02-19,2026-02-19,4.45
QX-CER-115,2026-02-19,2026-02-19,4.54
QX-CER-115,2026-02-19,2026-02-19,4.92
QX-CER-115,2026-02-19,,4.29
QX-DRY-116,2023-11-07,2025-11-26,5.01
QX-DRY-116,2025-11-26,2026-01-05,5.26
