check_id,branch_id,competitor_id,sku,checked_on,competitor_price,our_price,checked_by
CHK-0000891,B-08,CMP-ON,QX-FRZ-225,2026-05-05,6.87,6.90,E-283
CHK-0000892,B-08,CMP-ON,QX-CHL-231,2026-05-05,8.03,8.06,E-283
CHK-0000893,B-08,CMP-ON,QX-PET-232,2026-05-05,4.63,4.59,E-283
CHK-0000894,B-08,CMP-ON,QX-CER-248,2026-05-05,2.84,2.86,E-283
CHK-0000895,B-08,CMP-ON,QX-BAK-297,2026-05-05,7.76,7.76,E-283
CHK-0000896,B-08,CMP-ON,QX-FRZ-306,2026-05-05,4.31,4.36,E-283
CHK-0000897,B-08,CMP-ON,QX-DRY-312,2026-05-05,1.99,2.00,E-283
CHK-0000898,B-08,CMP-ON,QX-BWS-324,2026-05-05,13.64,13.89,E-283
CHK-0000899,B-08,CMP-ON,QX-PET-333,2026-05-05,5.82,5.66,E-283
CHK-0000900,B-08,CMP-ON,QX-BAK-335,2026-05-05,3.86,3.85,E-283
CHK-0000901,B-08,CMP-ON,QX-TIN-347,2026-05-05,2.41,2.42,E-283
CHK-0000902,B-08,CMP-ON,QX-BAK-386,2026-05-05,3.97,4.08,E-283
CHK-0000903,B-08,CMP-ON,QX-BWS-405,2026-05-05,28.27,28.84,E-283
CHK-0000904,B-08,CMP-ON,QX-FRZ-410,2026-05-05,3.80,3.72,E-283
CHK-0000905,B-08,CMP-ON,QX-HBC-438,2026-05-05,11.96,12.16,E-283
CHK-0000906,B-08,CMP-ON,QX-FRZ-442,2026-05-05,7.90,7.89,E-283
CHK-0000907,B-08,CMP-ON,QX-PET-467,2026-05-05,1.18,1.19,E-283
CHK-0000908,B-08,CMP-ON,QX-PRO-487,2026-05-05,4.21,4.12,E-283
CHK-0000909,B-08,CMP-ON,QX-DRY-491,2026-05-05,2.81,2.75,E-283
CHK-0000910,B-08,CMP-ON,QX-HHD-511,2026-05-05,12.26,11.91,E-283
CHK-0000911,B-08,CMP-ON,QX-BWS-543,2026-05-05,11.45,11.60,E-283
CHK-0000912,B-08,CMP-ON,QX-BWS-557,2026-05-05,17.40,17.40,E-283
CHK-0000913,B-08,CMP-ON,QX-DRY-600,2026-05-05,2.77,2.71,E-283
CHK-0000914,B-08,CMP-ON,QX-BAK-615,2026-05-05,2.13,2.12,E-283
CHK-0000915,B-08,CMP-ON,QX-TIN-635,2026-05-05,0.92,0.90,E-283
CHK-0000916,B-08,CMP-ON,QX-DRY-636,2026-05-05,3.77,3.78,E-283
CHK-0000917,B-08,CMP-ON,QX-BWS-639,2026-05-05,4.96,5.05,E-283
CHK-0000918,B-08,CMP-ON,QX-DRY-642,2026-05-05,2.74,2.78,E-283
CHK-0000919,B-08,CMP-ON,QX-PRO-660,2026-05-05,1.34,1.35,E-283
CHK-0000920,B-08,CMP-ON,QX-PRO-688,2026-05-05,3.27,3.35,E-283
CHK-0000921,B-08,CMP-ON,QX-PET-693,2026-05-05,0.97,0.95,E-283
CHK-0000922,B-08,CMP-ON,QX-BAK-706,2026-05-05,3.17,3.12,E-283
CHK-0000923,B-08,CMP-ON,QX-FRZ-709,2026-05-05,1.72,1.73,E-283
CHK-0000924,B-08,CMP-ON,QX-DRK-712,2026-05-05,5.11,5.25,E-283
CHK-0000925,B-08,CMP-ON,QX-PRO-742,2026-05-05,3.87,3.97,E-283
CHK-0000926,B-08,CMP-ON,QX-PRO-761,2026-05-05,2.04,2.01,E-283
CHK-0000927,B-08,CMP-ON,QX-DRY-767,2026-05-05,1.78,1.80,E-283
CHK-0000928,B-08,CMP-ON,QX-HBC-779,2026-05-05,6.14,6.13,E-283
CHK-0000929,B-08,CMP-ON,QX-CHL-792,2026-05-05,4.66,4.63,E-283
CHK-0000930,B-08,CMP-ON,QX-TIN-860,2026-05-05,1.58,1.59,E-283
CHK-0000931,B-08,CMP-ON,QX-BAK-874,2026-05-05,2.66,2.59,E-283
CHK-0000932,B-08,CMP-ON,QX-PRO-876,2026-05-05,1.06,1.05,E-283
CHK-0000933,B-08,CMP-ON,QX-CHL-897,2026-05-05,4.67,4.62,E-283
CHK-0000934,B-08,CMP-ON,QX-FRZ-907,2026-05-05,7.10,7.00,E-283
CHK-0000935,B-08,CMP-ON,QX-DRY-913,2026-05-05,5.40,5.32,E-283
CHK-0000936,B-08,CMP-ON,QX-BAK-941,2026-05-05,1.33,1.31,E-283
CHK-0000937,B-08,CMP-ON,QX-DRK-028,2026-05-05,4.57,4.46,E-283
CHK-0000938,B-08,CMP-ON,QX-PET-037,2026-05-05,5.55,5.53,E-283
CHK-0000939,B-08,CMP-ON,QX-CER-103,2026-05-05,4.30,4.41,E-283
CHK-0000940,B-08,CMP-ON,QX-TIN-108,2026-05-05,2.30,2.26,E-283
CHK-0000941,B-08,CMP-ON,QX-PRO-131,2026-05-05,4.77,4.79,E-283
CHK-0000942,B-08,CMP-ON,QX-DRK-134,2026-05-05,4.63,4.62,E-283
CHK-0000943,B-08,CMP-ON,QX-TIN-138,2026-05-05,2.63,2.70,E-283
CHK-0000944,B-08,CMP-ON,QX-DRY-144,2026-05-05,4.52,4.40,E-283
CHK-0000945,B-08,CMP-ON,QX-DRY-179,2026-05-05,2.58,2.63,E-283
CHK-0000946,B-08,CMP-ON,QX-PRO-205,2026-05-05,3.15,3.14,E-283
CHK-0000947,B-08,CMP-ON,QX-PET-271,2026-05-05,3.68,3.73,E-283
CHK-0000948,B-08,CMP-ON,QX-TIN-285,2026-05-05,0.85,0.85,E-283
CHK-0000949,B-08,CMP-ON,QX-HBC-324,2026-05-05,4.62,4.49,E-283
CHK-0000950,B-08,CMP-ON,QX-HBC-325,2026-05-05,2.90,2.91,E-283
CHK-0000951,B-08,CMP-ON,QX-TIN-343,2026-05-05,1.84,1.79,E-283
CHK-0000952,B-08,CMP-ON,QX-DRK-378,2026-05-05,1.94,1.92,E-283
CHK-0000953,B-08,CMP-ON,QX-FRZ-385,2026-05-05,2.27,2.24,E-283
CHK-0000954,B-08,CMP-ON,QX-HHD-411,2026-05-05,6.18,6.05,E-283
CHK-0000955,B-08,CMP-ON,QX-DRK-453,2026-05-05,2.86,2.78,E-283
CHK-0000956,B-08,CMP-ON,QX-BWS-470,2026-05-05,22.19,22.18,E-283
CHK-0000957,B-08,CMP-ON,QX-HHD-515,2026-05-05,8.34,8.17,E-283
CHK-0000958,B-08,CMP-ON,QX-CER-529,2026-05-05,2.19,2.25,E-283
CHK-0000959,B-08,CMP-ON,QX-PRO-580,2026-05-05,4.93,4.94,E-283
CHK-0000960,B-08,CMP-ON,QX-FRZ-622,2026-05-05,3.99,3.90,E-283
CHK-0000961,B-08,CMP-ON,QX-BAK-629,2026-05-05,2.62,2.64,E-283
CHK-0000962,B-08,CMP-ON,QX-HHD-660,2026-05-05,1.94,1.90,E-283
CHK-0000963,B-08,CMP-ON,QX-DRK-670,2026-05-05,6.49,6.35,E-283
CHK-0000964,B-08,CMP-ON,QX-TIN-677,2026-05-05,0.87,0.85,E-283
CHK-0000965,B-08,CMP-ON,QX-FRZ-680,2026-05-05,5.43,5.47,E-283
CHK-0000966,B-08,CMP-ON,QX-HHD-682,2026-05-05,3.21,3.20,E-283
CHK-0000967,B-08,CMP-ON,QX-BWS-684,2026-05-05,25.73,25.89,E-283
CHK-0000968,B-08,CMP-ON,QX-TIN-710,2026-05-05,1.68,1.68,E-283
CHK-0000969,B-08,CMP-ON,QX-BAK-715,2026-05-05,2.53,2.52,E-283
CHK-0000970,B-08,CMP-ON,QX-PRO-718,2026-05-05,4.59,4.56,E-283
CHK-0000971,B-08,CMP-ON,QX-PET-807,2026-05-05,8.06,8.21,E-283
CHK-0000972,B-08,CMP-ON,QX-BWS-838,2026-05-05,13.11,13.06,E-283
CHK-0000973,B-08,CMP-ON,QX-CHL-883,2026-05-05,7.08,7.05,E-283
CHK-0000974,B-08,CMP-ON,QX-FRZ-890,2026-05-05,5.54,5.47,E-283
CHK-0000975,B-08,CMP-ON,QX-FRZ-928,2026-05-05,6.97,7.04,E-283
CHK-0000976,B-08,CMP-ON,QX-PRO-944,2026-05-05,3.96,3.94,E-283
CHK-0000977,B-08,CMP-ON,QX-HHD-969,2026-05-05,5.25,5.32,E-283
CHK-0000978,B-08,CMP-ON,QX-HBC-004,2026-05-05,6.69,6.60,E-283
CHK-0000979,B-08,CMP-ON,QX-HBC-048,2026-05-05,2.72,2.75,E-283
CHK-0000980,B-08,CMP-ON,QX-BWS-050,2026-05-05,10.91,11.24,E-283
CHK-0000981,B-08,CMP-ON,QX-HHD-096,2026-05-05,6.40,6.25,E-283
CHK-0000982,B-08,CMP-ON,QX-HBC-107,2026-05-05,6.81,6.83,E-283
CHK-0000983,B-08,CMP-ON,QX-BWS-114,2026-05-05,6.84,6.69,E-283
CHK-0000984,B-08,CMP-ON,QX-CHL-136,2026-05-05,4.00,3.99,E-283
CHK-0000985,B-08,CMP-ON,QX-BWS-151,2026-05-05,17.87,18.40,E-283
CHK-0000986,B-08,CMP-ON,QX-PRO-171,2026-05-05,3.85,3.88,E-283
CHK-0000987,B-08,CMP-ON,QX-TIN-175,2026-05-05,1.23,1.25,E-283
CHK-0000988,B-08,CMP-ON,QX-DRK-176,2026-05-05,1.19,1.18,E-283
CHK-0000989,B-08,CMP-ON,QX-DRK-177,2026-05-05,5.65,5.59,E-283
CHK-0000990,B-08,CMP-ON,QX-HHD-182,2026-05-05,8.84,8.93,E-283
CHK-0000991,B-08,CMP-ON,QX-BAK-184,2026-05-05,6.78,6.84,E-283
CHK-0000992,B-08,CMP-ON,QX-DRY-199,2026-05-05,5.34,5.48,E-283
CHK-0000993,B-08,CMP-ON,QX-HHD-231,2026-05-05,7.58,7.40,E-283
CHK-0000994,B-08,CMP-ON,QX-CER-264,2026-05-05,3.89,3.93,E-283
CHK-0000995,B-08,CMP-ON,QX-BWS-281,2026-05-05,16.07,15.66,E-283
CHK-0000996,B-08,CMP-ON,QX-HHD-295,2026-05-05,3.69,3.62,E-283
CHK-0000997,B-08,CMP-ON,QX-HBC-307,2026-05-05,9.93,10.13,E-283
CHK-0000998,B-08,CMP-ON,QX-HBC-331,2026-05-05,13.96,14.03,E-283
CHK-0000999,B-08,CMP-ON,QX-BWS-350,2026-05-05,7.09,7.13,E-283
CHK-0001000,B-08,CMP-ON,QX-TIN-353,2026-05-05,2.49,2.49,E-283
CHK-0001001,B-08,CMP-ON,QX-CER-371,2026-05-05,4.12,4.15,E-283
CHK-0001002,B-08,CMP-ON,QX-CHL-389,2026-05-05,6.14,6.08,E-283
CHK-0001003,B-08,CMP-ON,QX-PRO-412,2026-05-05,2.91,2.99,E-283
CHK-0001004,B-08,CMP-ON,QX-BWS-424,2026-05-05,11.38,11.43,E-283
CHK-0001005,B-08,CMP-ON,QX-CER-436,2026-05-05,1.55,1.54,E-283
CHK-0001006,B-09,CMP-VN,QX-CER-001,2026-05-05,3.32,2.96,E-958
CHK-0001007,B-09,CMP-VN,QX-TIN-045,2026-05-05,1.28,1.09,E-958
CHK-0001008,B-09,CMP-VN,QX-BWS-204,2026-05-05,40.51,35.53,E-958
CHK-0001009,B-09,CMP-VN,QX-BWS-209,2026-05-05,31.30,27.75,E-958
CHK-0001010,B-09,CMP-VN,QX-PRO-213,2026-05-05,6.02,5.31,E-958
CHK-0001011,B-09,CMP-VN,QX-CHL-230,2026-05-05,4.21,3.85,E-958
CHK-0001012,B-09,CMP-VN,QX-CHL-231,2026-05-05,9.30,8.38,E-958
CHK-0001013,B-09,CMP-VN,QX-HHD-252,2026-05-05,2.67,2.27,E-958
CHK-0001014,B-09,CMP-VN,QX-BAK-297,2026-05-05,9.28,8.07,E-958
CHK-0001015,B-09,CMP-VN,QX-DRY-312,2026-05-05,2.44,2.08,E-958
CHK-0001016,B-09,CMP-VN,QX-BWS-324,2026-05-05,17.16,14.45,E-958
CHK-0001017,B-09,CMP-VN,QX-PET-333,2026-05-05,6.85,5.89,E-958
CHK-0001018,B-09,CMP-VN,QX-DRY-339,2026-05-05,1.86,1.59,E-958
CHK-0001019,B-09,CMP-VN,QX-BAK-386,2026-05-05,4.64,4.24,E-958
CHK-0001020,B-09,CMP-VN,QX-BWS-405,2026-05-05,34.84,29.99,E-958
CHK-0001021,B-09,CMP-VN,QX-FRZ-410,2026-05-05,4.45,3.87,E-958
CHK-0001022,B-09,CMP-VN,QX-HBC-438,2026-05-05,14.32,12.65,E-958
CHK-0001023,B-09,CMP-VN,QX-PET-454,2026-05-05,1.52,1.28,E-958
CHK-0001024,B-09,CMP-VN,QX-PET-467,2026-05-05,1.41,1.24,E-958
CHK-0001025,B-09,CMP-VN,QX-HHD-511,2026-05-05,14.22,12.39,E-958
CHK-0001026,B-09,CMP-VN,QX-PET-515,2026-05-05,1.56,1.44,E-958
CHK-0001027,B-09,CMP-VN,QX-BWS-543,2026-05-05,13.62,12.06,E-958
CHK-0001028,B-09,CMP-VN,QX-BWS-557,2026-05-05,19.99,18.10,E-958
CHK-0001029,B-09,CMP-VN,QX-FRZ-598,2026-05-05,5.27,4.59,E-958
CHK-0001030,B-09,CMP-VN,QX-DRY-600,2026-05-05,3.08,2.82,E-958
CHK-0001031,B-09,CMP-VN,QX-BWS-614,2026-05-05,26.58,23.92,E-958
CHK-0001032,B-09,CMP-VN,QX-PET-622,2026-05-05,9.30,8.41,E-958
CHK-0001033,B-09,CMP-VN,QX-BWS-626,2026-05-05,22.84,21.13,E-958
CHK-0001034,B-09,CMP-VN,QX-DRY-636,2026-05-05,4.36,3.93,E-958
CHK-0001035,B-09,CMP-VN,QX-HBC-657,2026-05-05,12.41,10.39,E-958
CHK-0001036,B-09,CMP-VN,QX-PRO-660,2026-05-05,1.66,1.40,E-958
CHK-0001037,B-09,CMP-VN,QX-BAK-706,2026-05-05,3.68,3.24,E-958
CHK-0001038,B-09,CMP-VN,QX-DRY-725,2026-05-05,8.07,6.90,E-958
CHK-0001039,B-09,CMP-VN,QX-CER-741,2026-05-05,3.57,3.14,E-958
CHK-0001040,B-09,CMP-VN,QX-PRO-742,2026-05-05,4.95,4.13,E-958
CHK-0001041,B-09,CMP-VN,QX-HHD-827,2026-05-05,5.56,4.68,E-958
CHK-0001042,B-09,CMP-VN,QX-BWS-839,2026-05-05,12.18,11.04,E-958
CHK-0001043,B-09,CMP-VN,QX-TIN-860,2026-05-05,1.81,1.65,E-958
CHK-0001044,B-09,CMP-VN,QX-BAK-874,2026-05-05,2.93,2.69,E-958
CHK-0001045,B-09,CMP-VN,QX-PRO-876,2026-05-05,1.27,1.09,E-958
CHK-0001046,B-09,CMP-VN,QX-DRY-913,2026-05-05,6.23,5.53,E-958
CHK-0001047,B-09,CMP-VN,QX-BWS-962,2026-05-05,45.32,38.19,E-958
CHK-0001048,B-09,CMP-VN,QX-FRZ-984,2026-05-05,7.32,6.30,E-958
CHK-0001049,B-09,CMP-VN,QX-PET-010,2026-05-05,12.77,11.14,E-958
CHK-0001050,B-09,CMP-VN,QX-DRK-020,2026-05-05,1.77,1.63,E-958
CHK-0001051,B-09,CMP-VN,QX-DRK-028,2026-05-05,5.40,4.64,E-958
CHK-0001052,B-09,CMP-VN,QX-PET-037,2026-05-05,6.27,5.75,E-958
CHK-0001053,B-09,CMP-VN,QX-DRY-056,2026-05-05,8.76,7.39,E-958
CHK-0001054,B-09,CMP-VN,QX-CER-103,2026-05-05,5.41,4.59,E-958
CHK-0001055,B-09,CMP-VN,QX-HBC-106,2026-05-05,12.96,10.90,E-958
CHK-0001056,B-09,CMP-VN,QX-PRO-131,2026-05-05,5.53,4.98,E-958
CHK-0001057,B-09,CMP-VN,QX-TIN-138,2026-05-05,3.05,2.81,E-958
CHK-0001058,B-09,CMP-VN,QX-DRY-144,2026-05-05,5.22,4.58,E-958
CHK-0001059,B-09,CMP-VN,QX-BWS-164,2026-05-05,35.45,32.25,E-958
CHK-0001060,B-09,CMP-VN,QX-DRY-179,2026-05-05,3.08,2.74,E-958
CHK-0001061,B-09,CMP-VN,QX-PRO-205,2026-05-05,3.88,3.27,E-958
CHK-0001062,B-09,CMP-VN,QX-PET-271,2026-05-05,4.43,3.88,E-958
CHK-0001063,B-09,CMP-VN,QX-BWS-316,2026-05-05,6.21,5.72,E-958
CHK-0001064,B-09,CMP-VN,QX-HBC-324,2026-05-05,5.13,4.67,E-958
CHK-0001065,B-09,CMP-VN,QX-TIN-343,2026-05-05,2.16,1.86,E-958
CHK-0001066,B-09,CMP-VN,QX-DRK-362,2026-05-05,4.23,3.60,E-958
CHK-0001067,B-09,CMP-VN,QX-TIN-383,2026-05-05,2.75,2.30,E-958
CHK-0001068,B-09,CMP-VN,QX-FRZ-385,2026-05-05,2.70,2.33,E-958
CHK-0001069,B-09,CMP-VN,QX-HHD-411,2026-05-05,7.18,6.29,E-958
CHK-0001070,B-09,CMP-VN,QX-DRK-453,2026-05-05,3.41,2.89,E-958
CHK-0001071,B-09,CMP-VN,QX-BWS-470,2026-05-05,26.81,23.07,E-958
CHK-0001072,B-09,CMP-VN,QX-FRZ-495,2026-05-05,2.86,2.59,E-958
CHK-0001073,B-09,CMP-VN,QX-HHD-515,2026-05-05,9.37,8.50,E-958
CHK-0001074,B-09,CMP-VN,QX-CER-529,2026-05-05,2.61,2.34,E-958
CHK-0001075,B-09,CMP-VN,QX-PRO-540,2026-05-05,4.48,3.78,E-958
CHK-0001076,B-09,CMP-VN,QX-FRZ-622,2026-05-05,4.58,4.06,E-958
CHK-0001077,B-09,CMP-VN,QX-BAK-629,2026-05-05,2.98,2.75,E-958
CHK-0001078,B-09,CMP-VN,QX-BWS-684,2026-05-05,32.16,26.93,E-958
CHK-0001079,B-09,CMP-VN,QX-CHL-695,2026-05-05,8.22,7.09,E-958
CHK-0001080,B-09,CMP-VN,QX-CHL-707,2026-05-05,1.81,1.53,E-958
CHK-0001081,B-09,CMP-VN,QX-HHD-762,2026-05-05,11.15,9.78,E-958
CHK-0001082,B-09,CMP-VN,QX-PET-789,2026-05-05,4.80,4.18,E-958
CHK-0001083,B-09,CMP-VN,QX-PET-807,2026-05-05,9.98,8.54,E-958
CHK-0001084,B-09,CMP-VN,QX-TIN-819,2026-05-05,1.66,1.44,E-958
CHK-0001085,B-09,CMP-VN,QX-DRY-851,2026-05-05,2.08,1.85,E-958
CHK-0001086,B-09,CMP-VN,QX-TIN-867,2026-05-05,0.61,0.55,E-958
CHK-0001087,B-09,CMP-VN,QX-DRY-870,2026-05-05,3.24,2.86,E-958
CHK-0001088,B-09,CMP-VN,QX-CHL-883,2026-05-05,8.26,7.33,E-958
CHK-0001089,B-09,CMP-VN,QX-BWS-897,2026-05-05,18.99,17.09,E-958
CHK-0001090,B-09,CMP-VN,QX-PRO-922,2026-05-05,1.41,1.30,E-958
CHK-0001091,B-09,CMP-VN,QX-BAK-942,2026-05-05,2.58,2.35,E-958
CHK-0001092,B-09,CMP-VN,QX-PRO-944,2026-05-05,4.44,4.10,E-958
CHK-0001093,B-09,CMP-VN,QX-BWS-950,2026-05-05,21.56,19.95,E-958
CHK-0001094,B-09,CMP-VN,QX-HHD-969,2026-05-05,6.37,5.53,E-958
CHK-0001095,B-09,CMP-VN,QX-BWS-977,2026-05-05,30.15,26.66,E-958
CHK-0001096,B-09,CMP-VN,QX-HBC-004,2026-05-05,7.97,6.86,E-958
CHK-0001097,B-09,CMP-VN,QX-HBC-048,2026-05-05,3.29,2.86,E-958
CHK-0001098,B-09,CMP-VN,QX-BWS-050,2026-05-05,14.02,11.69,E-958
CHK-0001099,B-09,CMP-VN,QX-CER-077,2026-05-05,3.48,3.02,E-958
CHK-0001100,B-09,CMP-VN,QX-CHL-091,2026-05-05,1.33,1.16,E-958
CHK-0001101,B-09,CMP-VN,QX-HHD-096,2026-05-05,7.57,6.50,E-958
CHK-0001102,B-09,CMP-VN,QX-HBC-107,2026-05-05,8.44,7.10,E-958
CHK-0001103,B-09,CMP-VN,QX-HHD-119,2026-05-05,3.55,3.10,E-958
CHK-0001104,B-09,CMP-VN,QX-CHL-136,2026-05-05,4.58,4.15,E-958
CHK-0001105,B-09,CMP-VN,QX-BWS-151,2026-05-05,21.79,19.14,E-958
CHK-0001106,B-09,CMP-VN,QX-HHD-168,2026-05-05,3.03,2.66,E-958
CHK-0001107,B-09,CMP-VN,QX-TIN-175,2026-05-05,1.44,1.30,E-958
CHK-0001108,B-09,CMP-VN,QX-DRY-193,2026-05-05,4.97,4.60,E-958
CHK-0001109,B-09,CMP-VN,QX-HHD-231,2026-05-05,8.36,7.70,E-958
CHK-0001110,B-09,CMP-VN,QX-BWS-271,2026-05-05,20.25,17.30,E-958
CHK-0001111,B-09,CMP-VN,QX-BWS-281,2026-05-05,19.38,16.29,E-958
CHK-0001112,B-09,CMP-VN,QX-HHD-295,2026-05-05,4.49,3.76,E-958
CHK-0001113,B-09,CMP-VN,QX-HBC-307,2026-05-05,11.48,10.54,E-958
CHK-0001114,B-09,CMP-VN,QX-CER-337,2026-05-05,3.52,3.21,E-958
CHK-0001115,B-09,CMP-VN,QX-BWS-350,2026-05-05,8.19,7.42,E-958
CHK-0001116,B-09,CMP-VN,QX-DRK-352,2026-05-05,5.99,5.54,E-958
CHK-0001117,B-09,CMP-VN,QX-TIN-353,2026-05-05,3.08,2.59,E-958
CHK-0001118,B-09,CMP-VN,QX-CER-371,2026-05-05,4.82,4.32,E-958
CHK-0001119,B-09,CMP-VN,QX-HHD-377,2026-05-05,8.92,7.53,E-958
CHK-0001120,B-09,CMP-VN,QX-CHL-389,2026-05-05,6.85,6.32,E-958
CHK-0001121,B-09,CMP-VN,QX-BAK-411,2026-05-05,4.52,4.09,E-958
CHK-0001122,B-09,CMP-VN,QX-PRO-412,2026-05-05,3.49,3.11,E-958
CHK-0001123,B-09,CMP-VN,QX-BWS-424,2026-05-05,13.85,11.89,E-958
CHK-0001124,B-08,CMP-HW,QX-CER-001,2026-05-06,2.86,2.85,E-903
CHK-0001125,B-08,CMP-HW,QX-TIN-045,2026-05-06,1.05,1.05,E-903
CHK-0001126,B-08,CMP-HW,QX-BWS-204,2026-05-06,33.34,34.16,E-903
CHK-0001127,B-08,CMP-HW,QX-BWS-209,2026-05-06,26.87,26.68,E-903
CHK-0001128,B-08,CMP-HW,QX-FRZ-225,2026-05-06,6.79,6.90,E-903
CHK-0001129,B-08,CMP-HW,QX-CHL-231,2026-05-06,7.84,8.06,E-903
CHK-0001130,B-08,CMP-HW,QX-HHD-252,2026-05-06,2.22,2.18,E-903
CHK-0001131,B-08,CMP-HW,QX-DRY-312,2026-05-06,1.98,2.00,E-903
CHK-0001132,B-08,CMP-HW,QX-PET-333,2026-05-06,5.82,5.66,E-903
CHK-0001133,B-08,CMP-HW,QX-BAK-335,2026-05-06,3.80,3.85,E-903
CHK-0001134,B-08,CMP-HW,QX-DRY-339,2026-05-06,1.49,1.53,E-903
CHK-0001135,B-08,CMP-HW,QX-TIN-347,2026-05-06,2.47,2.42,E-903
CHK-0001136,B-08,CMP-HW,QX-FRZ-410,2026-05-06,3.69,3.72,E-903
CHK-0001137,B-08,CMP-HW,QX-HBC-438,2026-05-06,11.85,12.16,E-903
CHK-0001138,B-08,CMP-HW,QX-PET-467,2026-05-06,1.18,1.19,E-903
CHK-0001139,B-08,CMP-HW,QX-DRY-476,2026-05-06,5.32,5.27,E-903
CHK-0001140,B-08,CMP-HW,QX-HHD-511,2026-05-06,12.15,11.91,E-903
CHK-0001141,B-08,CMP-HW,QX-PET-515,2026-05-06,1.37,1.38,E-903
CHK-0001142,B-08,CMP-HW,QX-BWS-557,2026-05-06,17.75,17.40,E-903
CHK-0001143,B-08,CMP-HW,QX-FRZ-598,2026-05-06,4.47,4.41,E-903
CHK-0001144,B-08,CMP-HW,QX-DRY-600,2026-05-06,2.70,2.71,E-903
CHK-0001145,B-08,CMP-HW,QX-BWS-614,2026-05-06,23.12,23.00,E-903
CHK-0001146,B-08,CMP-HW,QX-PET-623,2026-05-06,9.65,9.72,E-903
CHK-0001147,B-08,CMP-HW,QX-TIN-635,2026-05-06,0.89,0.90,E-903
CHK-0001148,B-08,CMP-HW,QX-DRY-636,2026-05-06,3.75,3.78,E-903
CHK-0001149,B-08,CMP-HW,QX-DRY-642,2026-05-06,2.82,2.78,E-903
CHK-0001150,B-08,CMP-HW,QX-PRO-688,2026-05-06,3.35,3.35,E-903
CHK-0001151,B-08,CMP-HW,QX-BAK-706,2026-05-06,3.05,3.12,E-903
CHK-0001152,B-08,CMP-HW,QX-DRK-712,2026-05-06,5.12,5.25,E-903
CHK-0001153,B-08,CMP-HW,QX-DRY-725,2026-05-06,6.54,6.63,E-903
CHK-0001154,B-08,CMP-HW,QX-DRY-767,2026-05-06,1.81,1.80,E-903
CHK-0001155,B-08,CMP-HW,QX-HBC-779,2026-05-06,6.18,6.13,E-903
CHK-0001156,B-08,CMP-HW,QX-TIN-826,2026-05-06,1.26,1.24,E-903
CHK-0001157,B-08,CMP-HW,QX-HHD-827,2026-05-06,4.61,4.50,E-903
CHK-0001158,B-08,CMP-HW,QX-DRY-866,2026-05-06,3.49,3.55,E-903
CHK-0001159,B-08,CMP-HW,QX-FRZ-907,2026-05-06,6.98,7.00,E-903
CHK-0001160,B-08,CMP-HW,QX-BAK-941,2026-05-06,1.32,1.31,E-903
CHK-0001161,B-08,CMP-HW,QX-FRZ-984,2026-05-06,6.11,6.06,E-903
CHK-0001162,B-08,CMP-HW,QX-DRK-000,2026-05-06,5.19,5.14,E-903
CHK-0001163,B-08,CMP-HW,QX-DRY-026,2026-05-06,1.17,1.14,E-903
CHK-0001164,B-08,CMP-HW,QX-DRK-028,2026-05-06,4.36,4.46,E-903
CHK-0001165,B-08,CMP-HW,QX-PET-037,2026-05-06,5.40,5.53,E-903
CHK-0001166,B-08,CMP-HW,QX-CER-103,2026-05-06,4.35,4.41,E-903
CHK-0001167,B-08,CMP-HW,QX-HBC-106,2026-05-06,10.43,10.48,E-903
CHK-0001168,B-08,CMP-HW,QX-TIN-108,2026-05-06,2.22,2.26,E-903
CHK-0001169,B-08,CMP-HW,QX-PRO-131,2026-05-06,4.91,4.79,E-903
CHK-0001170,B-08,CMP-HW,QX-DRK-134,2026-05-06,4.51,4.62,E-903
CHK-0001171,B-08,CMP-HW,QX-TIN-138,2026-05-06,2.74,2.70,E-903
CHK-0001172,B-08,CMP-HW,QX-BWS-164,2026-05-06,30.33,31.01,E-903
CHK-0001173,B-08,CMP-HW,QX-DRY-179,2026-05-06,2.69,2.63,E-903
CHK-0001174,B-08,CMP-HW,QX-PRO-205,2026-05-06,3.20,3.14,E-903
CHK-0001175,B-08,CMP-HW,QX-TIN-285,2026-05-06,0.86,0.85,E-903
CHK-0001176,B-08,CMP-HW,QX-DRY-314,2026-05-06,2.65,2.58,E-903
CHK-0001177,B-08,CMP-HW,QX-HBC-325,2026-05-06,2.84,2.91,E-903
CHK-0001178,B-08,CMP-HW,QX-FRZ-385,2026-05-06,2.26,2.24,E-903
CHK-0001179,B-08,CMP-HW,QX-FRZ-495,2026-05-06,2.44,2.49,E-903
CHK-0001180,B-08,CMP-HW,QX-CER-529,2026-05-06,2.19,2.25,E-903
CHK-0001181,B-08,CMP-HW,QX-PRO-540,2026-05-06,3.67,3.63,E-903
CHK-0001182,B-08,CMP-HW,QX-CER-589,2026-05-06,1.41,1.39,E-903
CHK-0001183,B-08,CMP-HW,QX-FRZ-622,2026-05-06,3.89,3.90,E-903
CHK-0001184,B-08,CMP-HW,QX-HHD-660,2026-05-06,1.94,1.90,E-903
CHK-0001185,B-08,CMP-HW,QX-BWS-684,2026-05-06,25.69,25.89,E-903
CHK-0001186,B-08,CMP-HW,QX-CHL-707,2026-05-06,1.49,1.47,E-903
CHK-0001187,B-08,CMP-HW,QX-TIN-710,2026-05-06,1.69,1.68,E-903
