sku,zone_id,elasticity,std_error,observations,r_squared,model_run_date
QX-BAK-867,PZ-VALUE,-2.115,1.621,14,0.185,2026-03-12
QX-BAK-867,PZ-REMOTE,-3.184,0.077,3582,0.750,2026-03-20
QX-DRY-873,PZ-METRO,-2.746,0.133,2393,0.850,2026-03-01
QX-DRY-873,PZ-URBAN,-1.698,1.655,28,0.178,2026-02-26
QX-DRY-873,PZ-CORE,-2.932,0.099,3783,0.648,2026-02-23
QX-DRY-873,PZ-VALUE,-1.889,0.082,9153,0.695,2026-02-24
QX-DRY-873,PZ-REMOTE,-2.454,0.163,2958,0.790,2026-03-16
QX-TIN-877,PZ-METRO,-1.360,0.197,7850,0.708,2026-02-27
QX-TIN-877,PZ-URBAN,-2.115,0.030,8122,0.455,2026-03-27
QX-TIN-877,PZ-CORE,-1.775,0.049,6227,0.882,2026-03-27
QX-TIN-877,PZ-VALUE,-1.131,0.097,9071,0.479,2026-03-11
QX-BWS-887,PZ-METRO,-3.010,0.140,1896,0.587,2026-03-28
QX-BWS-887,PZ-CORE,-2.528,0.040,4457,0.577,2026-03-14
QX-BWS-887,PZ-VALUE,-1.411,0.204,6154,0.497,2026-03-02
QX-BWS-887,PZ-REMOTE,-3.052,0.145,5128,0.731,2026-02-25
QX-PRO-888,PZ-METRO,-1.257,0.199,9187,0.559,2026-03-23
QX-PRO-888,PZ-URBAN,-2.235,1.695,11,0.133,2026-03-20
QX-PRO-888,PZ-CORE,-1.420,0.055,6222,0.582,2026-03-13
QX-PRO-888,PZ-VALUE,-2.444,0.122,3359,0.899,2026-03-16
QX-PRO-892,PZ-URBAN,-2.654,0.124,2413,0.540,2026-02-28
QX-PRO-892,PZ-CORE,-0.974,0.065,4308,0.724,2026-03-05
QX-PRO-892,PZ-VALUE,-1.780,0.069,6996,0.486,2026-03-23
QX-PRO-892,PZ-REMOTE,-1.468,1.521,14,0.159,2026-03-06
QX-BWS-893,PZ-URBAN,-0.414,0.099,6358,0.448,2026-03-18
QX-BWS-893,PZ-VALUE,-2.150,0.165,3258,0.841,2026-03-21
QX-BWS-893,PZ-REMOTE,-2.381,0.638,23,0.111,2026-03-18
QX-CER-894,PZ-URBAN,-0.711,0.166,3979,0.716,2026-03-06
QX-CER-894,PZ-CORE,-2.919,0.076,4664,0.464,2026-03-05
QX-CER-894,PZ-VALUE,-0.967,0.100,7960,0.732,2026-03-18
QX-CER-894,PZ-REMOTE,-2.648,0.128,3338,0.469,2026-02-28
QX-HBC-895,PZ-METRO,-0.709,0.144,1741,0.563,2026-03-02
QX-HBC-895,PZ-VALUE,-3.014,2.039,33,0.043,2026-03-15
QX-HBC-895,PZ-REMOTE,-2.371,0.201,3825,0.470,2026-03-13
QX-DRK-898,PZ-METRO,-2.817,0.067,3770,0.717,2026-03-05
QX-DRK-898,PZ-URBAN,-1.985,2.258,29,0.024,2026-03-26
QX-DRK-898,PZ-CORE,-2.780,0.187,7342,0.860,2026-03-17
QX-DRK-898,PZ-VALUE,-2.822,0.191,4802,0.729,2026-03-18
QX-DRK-898,PZ-REMOTE,-0.715,0.072,4774,0.704,2026-03-12
QX-PET-901,PZ-METRO,-2.209,0.033,6351,0.662,2026-03-26
QX-PET-901,PZ-URBAN,-0.826,0.132,4642,0.918,2026-02-23
QX-PET-901,PZ-CORE,-1.209,0.110,1676,0.820,2026-03-19
QX-PET-901,PZ-VALUE,-1.955,0.051,2810,0.564,2026-03-18
QX-PET-901,PZ-REMOTE,-2.470,1.751,15,0.058,2026-03-13
QX-HBC-904,PZ-METRO,-2.681,0.179,450,0.539,2026-03-22
QX-HBC-904,PZ-URBAN,-0.960,1.697,31,0.192,2026-03-16
QX-HBC-904,PZ-CORE,-1.541,2.131,17,0.189,2026-03-20
QX-HBC-904,PZ-VALUE,-2.008,0.037,7175,0.661,2026-03-13
QX-HBC-904,PZ-REMOTE,-1.032,1.464,13,0.044,2026-02-28
QX-TIN-907,PZ-URBAN,-2.382,0.141,4942,0.583,2026-03-21
QX-TIN-907,PZ-VALUE,-1.047,0.121,654,0.865,2026-03-26
QX-TIN-907,PZ-REMOTE,-1.530,1.418,20,0.127,2026-03-05
QX-FRZ-909,PZ-METRO,-1.933,1.794,26,0.098,2026-03-01
QX-FRZ-909,PZ-URBAN,-2.615,2.115,38,0.088,2026-03-29
QX-FRZ-909,PZ-CORE,-2.580,0.084,6213,0.697,2026-02-25
QX-FRZ-909,PZ-VALUE,-2.772,2.285,33,0.048,2026-03-17
QX-FRZ-909,PZ-REMOTE,-1.621,0.181,6227,0.630,2026-03-17
QX-PET-911,PZ-METRO,-0.406,0.209,728,0.817,2026-03-11
QX-PET-911,PZ-URBAN,-3.089,0.201,1791,0.520,2026-03-27
QX-PET-911,PZ-CORE,-2.512,0.201,1219,0.443,2026-03-25
QX-PET-911,PZ-VALUE,-2.738,0.050,841,0.599,2026-03-21
QX-PET-911,PZ-REMOTE,-2.146,1.037,34,0.103,2026-03-14
QX-DRY-915,PZ-METRO,-1.457,0.054,6749,0.632,2026-03-13
QX-DRY-915,PZ-URBAN,-0.432,0.209,8736,0.781,2026-03-03
QX-DRY-915,PZ-CORE,-1.504,0.198,1874,0.605,2026-03-02
QX-DRY-915,PZ-VALUE,-1.310,0.173,6320,0.741,2026-03-16
QX-BAK-916,PZ-CORE,-1.929,0.125,887,0.706,2026-02-28
QX-BAK-916,PZ-VALUE,-1.713,0.048,2192,0.634,2026-03-18
QX-BAK-916,PZ-REMOTE,-2.600,1.004,27,0.061,2026-03-14
QX-BAK-918,PZ-METRO,-1.242,0.117,5655,0.464,2026-02-25
QX-BAK-918,PZ-URBAN,-3.084,0.192,3961,0.909,2026-02-24
QX-BAK-918,PZ-CORE,-3.172,2.359,24,0.136,2026-03-02
QX-BAK-918,PZ-VALUE,-0.442,0.090,2265,0.661,2026-03-27
QX-BAK-918,PZ-REMOTE,-3.135,0.064,3097,0.488,2026-03-22
QX-HBC-919,PZ-METRO,-2.843,0.220,3516,0.656,2026-03-16
QX-HBC-919,PZ-URBAN,-0.721,0.124,1881,0.696,2026-03-09
QX-HBC-919,PZ-CORE,-2.752,2.013,21,0.152,2026-03-28
QX-HBC-919,PZ-VALUE,-1.316,0.068,4444,0.923,2026-03-04
QX-HBC-919,PZ-REMOTE,-2.431,0.150,4197,0.766,2026-03-25
QX-TIN-920,PZ-URBAN,-1.453,0.134,3185,0.653,2026-02-21
QX-TIN-920,PZ-VALUE,-2.224,1.494,16,0.194,2026-02-21
QX-TIN-920,PZ-REMOTE,-2.282,1.179,27,0.058,2026-03-11
QX-DRY-922,PZ-URBAN,-0.964,0.174,7177,0.514,2026-03-26
QX-DRY-922,PZ-VALUE,-0.891,0.142,4037,0.488,2026-02-22
QX-DRY-922,PZ-REMOTE,-1.841,0.064,8043,0.904,2026-03-19
QX-FRZ-924,PZ-METRO,-2.909,0.052,5245,0.902,2026-03-20
QX-FRZ-924,PZ-URBAN,-1.581,0.196,5649,0.643,2026-03-01
QX-FRZ-924,PZ-CORE,-1.150,0.033,3296,0.627,2026-03-04
QX-FRZ-924,PZ-VALUE,-0.755,0.142,3439,0.805,2026-03-24
QX-FRZ-924,PZ-REMOTE,-3.088,0.208,4291,0.744,2026-03-07
QX-CER-929,PZ-METRO,-2.367,0.169,1566,0.699,2026-03-01
QX-CER-929,PZ-URBAN,-0.851,0.188,5440,0.870,2026-03-26
QX-CER-929,PZ-CORE,-1.431,1.575,36,0.113,2026-02-24
QX-CER-929,PZ-VALUE,-2.445,0.064,3503,0.736,2026-03-11
QX-BAK-932,PZ-URBAN,-1.536,0.172,1781,0.713,2026-02-27
QX-BAK-932,PZ-CORE,-2.630,0.158,877,0.863,2026-03-14
QX-BAK-932,PZ-VALUE,-3.021,0.067,886,0.659,2026-03-10
QX-TIN-937,PZ-URBAN,-2.787,0.219,3122,0.696,2026-03-24
QX-TIN-937,PZ-CORE,-2.873,2.400,23,0.076,2026-03-05
QX-TIN-937,PZ-VALUE,-1.167,0.162,5414,0.536,2026-03-21
QX-TIN-937,PZ-REMOTE,-2.141,0.121,6588,0.467,2026-03-07
QX-BWS-938,PZ-METRO,-1.271,2.109,38,0.053,2026-03-11
QX-BWS-938,PZ-CORE,-0.533,0.715,21,0.038,2026-03-15
QX-BWS-938,PZ-VALUE,-0.527,0.131,7897,0.737,2026-03-26
QX-BWS-938,PZ-REMOTE,-1.706,0.192,7739,0.615,2026-02-21
QX-PET-939,PZ-METRO,-1.105,0.039,7168,0.500,2026-03-05
QX-PET-939,PZ-URBAN,-2.253,0.106,4589,0.819,2026-03-24
QX-PET-939,PZ-CORE,-2.586,0.098,5986,0.450,2026-03-19
QX-PET-939,PZ-REMOTE,-3.078,0.069,3419,0.610,2026-03-14
QX-PRO-943,PZ-CORE,-1.560,0.093,6713,0.771,2026-03-09
QX-PRO-943,PZ-VALUE,-2.453,0.103,6761,0.748,2026-03-01
QX-PRO-943,PZ-REMOTE,-1.954,0.137,2965,0.596,2026-02-22
QX-TIN-944,PZ-METRO,-0.575,0.140,8335,0.906,2026-02-23
QX-TIN-944,PZ-URBAN,-3.195,0.117,4584,0.674,2026-03-16
QX-TIN-944,PZ-VALUE,-1.981,0.175,3200,0.620,2026-03-14
QX-TIN-944,PZ-REMOTE,-0.790,0.158,4491,0.914,2026-02-21
QX-CHL-945,PZ-METRO,-1.265,0.030,8899,0.671,2026-03-01
QX-CHL-945,PZ-CORE,-0.555,0.120,9132,0.598,2026-03-06
QX-CHL-945,PZ-VALUE,-2.687,0.965,21,0.144,2026-03-15
QX-BAK-946,PZ-METRO,-1.880,0.153,5323,0.674,2026-03-15
QX-BAK-946,PZ-URBAN,-1.220,0.121,4000,0.844,2026-03-19
QX-BAK-946,PZ-CORE,-1.722,0.148,357,0.599,2026-03-19
QX-BAK-946,PZ-VALUE,-2.349,2.159,31,0.079,2026-03-17
QX-BAK-946,PZ-REMOTE,-2.640,0.037,5573,0.790,2026-03-28
QX-CER-947,PZ-METRO,-0.853,0.192,2501,0.741,2026-02-21
QX-CER-947,PZ-URBAN,-2.509,0.174,1313,0.693,2026-03-06
QX-CER-947,PZ-CORE,-2.422,0.220,6311,0.454,2026-03-09
QX-CER-947,PZ-VALUE,-0.978,0.216,5299,0.668,2026-03-09
QX-CER-947,PZ-REMOTE,-3.181,0.055,5216,0.690,2026-03-12
QX-TIN-948,PZ-METRO,-2.289,0.122,4459,0.707,2026-02-27
QX-TIN-948,PZ-URBAN,-1.649,0.123,3238,0.542,2026-03-06
QX-TIN-948,PZ-CORE,-1.907,0.060,1458,0.733,2026-03-08
QX-TIN-948,PZ-VALUE,-1.783,1.500,26,0.059,2026-03-25
QX-CHL-949,PZ-CORE,-1.917,0.124,4172,0.585,2026-03-03
QX-CHL-949,PZ-VALUE,-0.515,1.128,25,0.130,2026-03-01
QX-CHL-949,PZ-REMOTE,-2.789,0.142,5728,0.678,2026-02-26
QX-DRK-951,PZ-METRO,-2.075,0.135,3514,0.459,2026-03-21
QX-DRK-951,PZ-URBAN,-2.006,0.139,4425,0.743,2026-03-17
QX-DRK-951,PZ-CORE,-2.066,0.197,2617,0.497,2026-03-17
QX-DRK-951,PZ-VALUE,-0.551,0.071,5762,0.821,2026-03-28
QX-DRK-951,PZ-REMOTE,-0.460,0.055,6026,0.668,2026-03-14
QX-CER-953,PZ-URBAN,-1.040,1.719,13,0.075,2026-03-09
QX-CER-953,PZ-CORE,-2.264,2.112,13,0.085,2026-03-26
QX-CER-953,PZ-VALUE,-2.245,0.214,6396,0.586,2026-02-24
QX-CER-953,PZ-REMOTE,-1.026,0.174,2810,0.710,2026-02-21
QX-TIN-954,PZ-URBAN,-0.643,0.208,6616,0.584,2026-03-14
QX-TIN-954,PZ-VALUE,-1.617,1.942,14,0.198,2026-03-08
QX-TIN-954,PZ-REMOTE,-2.161,0.073,6785,0.866,2026-03-24
QX-BAK-957,PZ-METRO,-1.722,0.082,4495,0.667,2026-03-10
QX-BAK-957,PZ-URBAN,-1.403,0.047,8420,0.851,2026-02-21
QX-BAK-957,PZ-CORE,-2.034,0.146,4026,0.638,2026-03-26
QX-BAK-957,PZ-REMOTE,-2.518,0.089,7418,0.695,2026-03-26
QX-PET-962,PZ-METRO,-0.866,0.762,25,0.079,2026-03-17
QX-PET-962,PZ-URBAN,-2.021,0.091,4465,0.829,2026-02-28
QX-PET-962,PZ-CORE,-1.342,0.170,5746,0.496,2026-02-26
QX-PET-962,PZ-VALUE,-0.579,0.187,5992,0.866,2026-02-23
QX-PET-962,PZ-REMOTE,-1.229,0.049,7255,0.692,2026-03-12
QX-CHL-964,PZ-METRO,-0.854,0.131,8898,0.495,2026-03-09
QX-CHL-964,PZ-URBAN,-2.549,0.106,7920,0.516,2026-03-28
QX-CHL-964,PZ-CORE,-1.689,0.053,4910,0.483,2026-02-21
QX-CHL-964,PZ-VALUE,-2.548,0.765,14,0.060,2026-03-05
QX-DRY-965,PZ-METRO,-1.881,0.204,3081,0.782,2026-02-24
QX-DRY-965,PZ-URBAN,-2.968,0.032,524,0.637,2026-03-07
QX-DRY-965,PZ-CORE,-1.720,0.121,2536,0.865,2026-02-28
QX-DRY-965,PZ-VALUE,-0.478,0.079,1277,0.803,2026-02-28
QX-DRY-965,PZ-REMOTE,-0.768,1.023,36,0.164,2026-03-03
QX-CHL-966,PZ-METRO,-2.244,0.126,5971,0.471,2026-03-12
QX-CHL-966,PZ-URBAN,-1.643,0.146,3112,0.697,2026-02-28
QX-CHL-966,PZ-CORE,-1.051,0.094,2125,0.904,2026-03-11
QX-CHL-966,PZ-VALUE,-0.912,0.184,5610,0.919,2026-03-23
QX-CHL-966,PZ-REMOTE,-0.737,0.100,9220,0.890,2026-03-23
QX-TIN-973,PZ-METRO,-0.679,0.105,4810,0.445,2026-03-15
QX-TIN-973,PZ-VALUE,-1.036,0.193,3158,0.554,2026-03-25
QX-TIN-973,PZ-REMOTE,-1.083,0.104,3883,0.679,2026-03-26
QX-CHL-979,PZ-METRO,-1.981,0.100,4795,0.590,2026-03-22
QX-CHL-979,PZ-URBAN,-1.170,2.013,20,0.143,2026-03-23
QX-CHL-979,PZ-CORE,-2.573,0.878,36,0.103,2026-02-28
QX-CHL-979,PZ-VALUE,-2.356,0.119,2375,0.580,2026-02-23
QX-CHL-979,PZ-REMOTE,-2.704,0.119,2470,0.534,2026-03-23
QX-BWS-980,PZ-METRO,-2.308,0.177,5146,0.535,2026-02-24
QX-BWS-980,PZ-URBAN,-0.442,0.042,1466,0.642,2026-03-21
QX-BWS-980,PZ-CORE,-2.248,0.079,6534,0.763,2026-03-12
QX-BWS-980,PZ-VALUE,-2.989,1.072,11,0.100,2026-02-28
QX-BWS-980,PZ-REMOTE,-1.478,0.172,5575,0.584,2026-03-25
QX-CER-981,PZ-METRO,-2.290,0.168,6475,0.584,2026-03-21
QX-CER-981,PZ-URBAN,-2.586,2.336,23,0.155,2026-02-26
QX-CER-981,PZ-CORE,-3.012,0.098,5944,0.644,2026-03-12
QX-FRZ-983,PZ-METRO,-1.487,0.183,4345,0.650,2026-03-09
QX-FRZ-983,PZ-URBAN,-1.172,2.031,24,0.113,2026-03-01
QX-FRZ-983,PZ-REMOTE,-3.042,0.078,8246,0.674,2026-03-20
QX-PET-984,PZ-METRO,-2.686,0.063,6025,0.509,2026-02-26
QX-PET-984,PZ-CORE,-1.404,0.045,4143,0.654,2026-03-12
QX-PET-984,PZ-VALUE,-0.509,0.134,5098,0.687,2026-03-02
QX-PET-984,PZ-REMOTE,-1.111,0.177,7440,0.835,2026-02-24
QX-TIN-987,PZ-METRO,-2.026,0.116,8023,0.681,2026-02-26
QX-TIN-987,PZ-CORE,-2.237,0.184,4863,0.924,2026-02-27
QX-TIN-987,PZ-VALUE,-1.079,0.134,7521,0.608,2026-03-25
QX-TIN-987,PZ-REMOTE,-0.994,0.051,5877,0.529,2026-03-26
QX-CHL-988,PZ-METRO,-1.004,0.153,7049,0.487,2026-03-09
QX-CHL-988,PZ-URBAN,-1.681,0.161,4260,0.882,2026-03-21
QX-CHL-988,PZ-CORE,-1.731,0.144,7194,0.850,2026-02-22
QX-CHL-988,PZ-VALUE,-0.641,0.065,8672,0.664,2026-03-23
QX-CHL-988,PZ-REMOTE,-0.662,0.085,6879,0.693,2026-03-28
QX-CHL-991,PZ-URBAN,-1.217,0.122,2143,0.782,2026-02-27
QX-CHL-991,PZ-CORE,-1.854,1.912,16,0.140,2026-03-17
QX-CHL-991,PZ-VALUE,-1.984,0.130,7437,0.842,2026-03-22
QX-CHL-991,PZ-REMOTE,-1.854,0.703,25,0.015,2026-03-13
QX-PET-992,PZ-METRO,-1.006,0.046,3183,0.501,2026-03-21
QX-PET-992,PZ-URBAN,-1.453,0.104,7855,0.823,2026-03-22
QX-PET-992,PZ-CORE,-1.281,0.038,8342,0.642,2026-03-20
QX-PET-992,PZ-VALUE,-3.138,0.046,8105,0.609,2026-03-03
QX-PET-992,PZ-REMOTE,-0.676,0.210,2106,0.923,2026-03-27
QX-DRK-993,PZ-METRO,-1.815,0.138,942,0.525,2026-03-18
QX-DRK-993,PZ-URBAN,-0.926,0.060,7932,0.627,2026-03-26
QX-DRK-993,PZ-CORE,-0.560,0.197,7449,0.572,2026-03-04
QX-DRK-993,PZ-VALUE,-2.918,0.975,12,0.091,2026-03-28
QX-DRK-993,PZ-REMOTE,-2.840,1.675,33,0.160,2026-03-20
QX-TIN-995,PZ-METRO,-0.695,0.199,4260,0.633,2026-02-25
QX-TIN-995,PZ-URBAN,-1.238,0.116,7367,0.584,2026-02-24
QX-TIN-995,PZ-CORE,-1.990,0.176,7612,0.807,2026-03-16
QX-TIN-995,PZ-VALUE,-2.657,0.211,3900,0.593,2026-03-21
QX-TIN-995,PZ-REMOTE,-2.442,0.989,15,0.051,2026-03-16
QX-HBC-996,PZ-METRO,-2.999,0.064,7972,0.706,2026-02-25
QX-HBC-996,PZ-CORE,-0.586,0.214,8746,0.776,2026-02-22
QX-HBC-996,PZ-VALUE,-2.965,0.046,8658,0.787,2026-03-15
QX-HBC-996,PZ-REMOTE,-1.302,0.105,1035,0.776,2026-03-07
QX-DRK-998,PZ-METRO,-3.046,0.144,1346,0.883,2026-03-20
QX-DRK-998,PZ-URBAN,-2.864,0.173,6272,0.506,2026-02-27
QX-DRK-998,PZ-CORE,-1.845,0.106,1588,0.451,2026-03-13
QX-DRK-998,PZ-VALUE,-1.956,0.193,6580,0.743,2026-03-22
QX-DRK-998,PZ-REMOTE,-1.593,0.097,7693,0.592,2026-03-09
QX-BWS-001,PZ-METRO,-3.190,0.203,3628,0.755,2026-03-10
QX-BWS-001,PZ-URBAN,-1.209,0.088,4692,0.706,2026-03-10
QX-BWS-001,PZ-CORE,-0.738,0.193,858,0.547,2026-03-09
QX-BWS-001,PZ-VALUE,-1.611,0.124,4823,0.463,2026-03-17
QX-BWS-001,PZ-REMOTE,-2.864,0.931,30,0.150,2026-02-24
QX-HBC-002,PZ-METRO,-2.212,0.044,5294,0.925,2026-03-22
QX-HBC-002,PZ-URBAN,-2.058,2.068,14,0.132,2026-03-26
QX-HBC-002,PZ-CORE,-3.107,0.128,1045,0.579,2026-03-11
QX-HBC-002,PZ-VALUE,-2.235,0.119,8852,0.720,2026-03-08
QX-HBC-002,PZ-REMOTE,-1.254,0.101,4136,0.459,2026-03-25
QX-DRY-005,PZ-URBAN,-0.480,0.119,5885,0.853,2026-03-07
QX-DRY-005,PZ-CORE,-1.175,0.070,4912,0.536,2026-02-22
QX-DRY-005,PZ-VALUE,-0.811,0.036,5461,0.598,2026-03-12
QX-DRY-005,PZ-REMOTE,-2.047,0.164,8628,0.652,2026-03-15
QX-FRZ-007,PZ-METRO,-1.006,0.072,3752,0.638,2026-03-16
QX-FRZ-007,PZ-URBAN,-1.397,0.190,3939,0.698,2026-03-20
QX-FRZ-007,PZ-VALUE,-2.389,0.186,7999,0.710,2026-03-01
QX-DRY-009,PZ-METRO,-2.349,0.082,6806,0.605,2026-03-14
QX-DRY-009,PZ-VALUE,-1.093,0.150,8915,0.540,2026-03-20
QX-DRY-009,PZ-REMOTE,-2.079,0.130,8058,0.861,2026-02-21
QX-DRY-010,PZ-METRO,-3.194,0.146,1900,0.748,2026-03-08
QX-DRY-010,PZ-URBAN,-2.958,0.134,5516,0.615,2026-03-03
QX-DRY-010,PZ-CORE,-0.444,0.050,3200,0.663,2026-02-28
QX-DRY-010,PZ-VALUE,-2.230,0.136,8391,0.758,2026-03-15
QX-DRY-010,PZ-REMOTE,-0.644,0.046,8568,0.683,2026-03-15
QX-DRY-012,PZ-METRO,-1.907,0.170,6351,0.602,2026-03-12
QX-DRY-012,PZ-URBAN,-1.523,0.079,6204,0.495,2026-03-22
QX-DRY-012,PZ-CORE,-0.459,0.178,8173,0.859,2026-02-28
QX-DRY-012,PZ-VALUE,-2.945,0.072,5342,0.792,2026-03-07
QX-DRK-013,PZ-METRO,-1.315,0.039,860,0.851,2026-03-09
QX-DRK-013,PZ-CORE,-2.666,0.135,9301,0.596,2026-03-05
QX-DRK-013,PZ-VALUE,-0.968,0.756,24,0.172,2026-03-15
QX-CHL-016,PZ-URBAN,-2.610,0.065,6597,0.706,2026-03-16
QX-CHL-016,PZ-VALUE,-2.648,0.110,8344,0.924,2026-03-21
QX-CHL-016,PZ-REMOTE,-1.456,0.186,789,0.823,2026-02-25
QX-CER-020,PZ-METRO,-1.755,0.213,2288,0.483,2026-03-06
QX-CER-020,PZ-URBAN,-0.521,0.690,13,0.035,2026-03-10
QX-CER-020,PZ-CORE,-1.518,0.209,8240,0.812,2026-03-12
QX-CER-020,PZ-VALUE,-3.160,0.075,2872,0.524,2026-03-17
QX-CER-020,PZ-REMOTE,-0.944,0.178,1196,0.567,2026-03-10
QX-PRO-022,PZ-METRO,-1.551,0.036,9197,0.557,2026-03-01
QX-PRO-022,PZ-URBAN,-1.494,0.094,3868,0.877,2026-03-28
QX-PRO-022,PZ-CORE,-1.252,0.114,6302,0.556,2026-03-20
QX-PRO-022,PZ-VALUE,-1.963,0.179,9001,0.708,2026-03-13
QX-PRO-022,PZ-REMOTE,-1.458,1.662,34,0.159,2026-02-23
QX-DRY-025,PZ-METRO,-3.013,0.608,10,0.127,2026-02-21
QX-DRY-025,PZ-URBAN,-2.166,0.110,5507,0.865,2026-03-28
QX-DRY-025,PZ-CORE,-1.537,0.165,3659,0.601,2026-02-23
QX-DRY-025,PZ-VALUE,-2.368,0.158,3449,0.680,2026-03-08
QX-DRY-025,PZ-REMOTE,-1.550,0.064,7396,0.550,2026-03-23
QX-DRK-027,PZ-METRO,-1.125,0.215,9102,0.806,2026-03-29
QX-DRK-027,PZ-CORE,-2.038,0.052,2259,0.484,2026-03-03
QX-DRK-027,PZ-REMOTE,-1.596,0.047,1196,0.832,2026-03-02
QX-TIN-035,PZ-METRO,-2.710,1.175,36,0.197,2026-03-22
QX-TIN-035,PZ-URBAN,-0.810,0.172,2775,0.889,2026-03-13
QX-TIN-035,PZ-CORE,-1.648,0.118,435,0.902,2026-03-13
QX-TIN-035,PZ-VALUE,-1.871,0.070,1244,0.456,2026-03-13
QX-TIN-035,PZ-REMOTE,-1.346,0.215,4006,0.867,2026-03-02
QX-BWS-037,PZ-METRO,-0.600,0.149,2789,0.926,2026-02-26
QX-BWS-037,PZ-VALUE,-1.416,0.086,2007,0.564,2026-03-09
QX-DRK-042,PZ-METRO,-2.418,0.186,3529,0.757,2026-03-14
QX-DRK-042,PZ-URBAN,-0.539,0.115,3416,0.720,2026-03-13
QX-DRK-042,PZ-CORE,-2.655,0.126,2249,0.686,2026-03-23
QX-DRK-042,PZ-REMOTE,-2.495,1.042,30,0.022,2026-03-04
QX-TIN-044,PZ-METRO,-2.170,0.049,6710,0.916,2026-03-10
QX-TIN-044,PZ-URBAN,-2.771,0.175,3931,0.610,2026-03-08
QX-TIN-044,PZ-VALUE,-1.599,0.114,3808,0.749,2026-03-28
QX-TIN-044,PZ-REMOTE,-2.362,0.188,7857,0.589,2026-02-24
QX-CHL-048,PZ-CORE,-0.965,0.104,1829,0.451,2026-03-21
QX-CHL-048,PZ-VALUE,-0.609,0.181,5318,0.632,2026-02-27
QX-CHL-048,PZ-REMOTE,-2.329,0.061,7082,0.600,2026-03-14
QX-DRK-053,PZ-CORE,-2.893,0.802,20,0.106,2026-03-06
QX-DRK-053,PZ-VALUE,-1.510,0.052,6711,0.660,2026-03-05
QX-HBC-054,PZ-URBAN,-2.362,0.052,5135,0.602,2026-03-09
QX-HBC-054,PZ-CORE,-0.745,0.092,6639,0.735,2026-03-01
QX-HBC-054,PZ-VALUE,-2.084,0.152,8022,0.719,2026-03-29
QX-HBC-054,PZ-REMOTE,-3.106,0.149,9291,0.906,2026-03-23
QX-HBC-055,PZ-METRO,-1.562,0.041,5105,0.804,2026-02-27
QX-HBC-055,PZ-CORE,-2.904,0.213,5474,0.661,2026-03-14
QX-HBC-055,PZ-VALUE,-2.399,0.123,4687,0.767,2026-03-05
QX-HBC-055,PZ-REMOTE,-0.428,0.975,21,0.119,2026-03-24
QX-DRY-056,PZ-METRO,-0.642,0.105,3338,0.696,2026-03-04
QX-DRY-056,PZ-URBAN,-2.284,1.422,14,0.132,2026-02-25
QX-DRY-056,PZ-CORE,-1.656,0.147,2619,0.908,2026-03-10
QX-DRY-056,PZ-VALUE,-0.878,0.176,4466,0.755,2026-03-18
QX-DRY-056,PZ-REMOTE,-0.754,0.058,2335,0.658,2026-03-04
QX-HBC-057,PZ-METRO,-0.577,0.181,6043,0.917,2026-03-03
QX-HBC-057,PZ-URBAN,-0.911,0.120,6933,0.745,2026-03-20
QX-HBC-057,PZ-CORE,-1.030,0.075,3516,0.624,2026-02-27
QX-HBC-057,PZ-VALUE,-2.721,1.670,31,0.028,2026-03-04
QX-CER-058,PZ-METRO,-1.967,0.193,4902,0.862,2026-03-15
QX-CER-058,PZ-URBAN,-1.700,0.209,6460,0.481,2026-03-01
QX-CER-058,PZ-CORE,-0.660,0.171,7843,0.599,2026-03-13
QX-PRO-060,PZ-URBAN,-2.661,2.123,29,0.150,2026-03-21
QX-PRO-060,PZ-CORE,-1.630,1.846,19,0.176,2026-03-28
QX-PRO-060,PZ-REMOTE,-0.586,0.096,6526,0.843,2026-02-21
QX-CHL-061,PZ-METRO,-2.830,0.089,6039,0.701,2026-03-25
QX-CHL-061,PZ-CORE,-2.471,0.040,5832,0.869,2026-03-25
QX-CHL-061,PZ-VALUE,-0.947,0.207,4773,0.898,2026-03-16
QX-CHL-061,PZ-REMOTE,-3.119,0.165,7196,0.913,2026-03-15
QX-PET-065,PZ-METRO,-2.998,0.200,8546,0.722,2026-03-23
QX-PET-065,PZ-URBAN,-2.839,0.203,3861,0.894,2026-03-07
QX-PET-065,PZ-CORE,-2.580,0.186,6667,0.923,2026-03-29
QX-PET-065,PZ-VALUE,-2.338,0.032,1179,0.547,2026-03-06
QX-PET-065,PZ-REMOTE,-2.219,0.039,6492,0.867,2026-03-11
QX-CHL-066,PZ-METRO,-1.049,0.949,23,0.043,2026-03-12
QX-CHL-066,PZ-URBAN,-2.970,0.091,1082,0.798,2026-03-20
QX-CHL-066,PZ-CORE,-1.328,0.123,432,0.650,2026-02-26
QX-CHL-066,PZ-VALUE,-1.604,0.124,4856,0.679,2026-03-23
QX-CHL-066,PZ-REMOTE,-0.779,0.111,8899,0.757,2026-02-26
QX-TIN-067,PZ-METRO,-1.662,0.649,10,0.029,2026-02-22
QX-TIN-067,PZ-VALUE,-1.131,0.153,7713,0.726,2026-03-21
QX-FRZ-068,PZ-METRO,-2.011,0.071,3522,0.824,2026-03-08
QX-FRZ-068,PZ-URBAN,-0.850,0.157,6091,0.868,2026-03-04
QX-FRZ-068,PZ-VALUE,-3.145,2.119,37,0.135,2026-03-06
