depot_id,snapshot_date,sku,pallets_on_hand,weeks_cover
DC-03,2026-05-06,QX-PET-417,53,1.1
DC-03,2026-05-06,QX-CHL-431,151,5.7
DC-03,2026-05-06,QX-PET-432,318,6.6
DC-03,2026-05-06,QX-PRO-435,331,3.8
DC-03,2026-05-06,QX-HHD-440,251,4.8
DC-03,2026-05-06,QX-PRO-453,330,0.4
DC-03,2026-05-06,QX-PRO-456,130,6.7
DC-03,2026-05-06,QX-DRK-460,239,2.3
DC-03,2026-05-06,QX-BAK-461,85,5.3
DC-03,2026-05-06,QX-HBC-465,285,3.1
DC-03,2026-05-06,QX-CHL-475,8,5.6
DC-03,2026-05-06,QX-TIN-480,110,3.2
DC-03,2026-05-06,QX-DRK-484,309,7.0
DC-03,2026-05-06,QX-FRZ-500,30,1.7
DC-03,2026-05-06,QX-CHL-511,79,6.0
DC-03,2026-05-06,QX-DRK-513,291,0.2
DC-03,2026-05-06,QX-BWS-519,215,6.6
DC-03,2026-05-06,QX-BAK-520,335,4.8
DC-03,2026-05-06,QX-PET-524,58,8.9
DC-03,2026-05-06,QX-PET-531,71,6.7
DC-03,2026-05-06,QX-TIN-533,16,2.2
DC-03,2026-05-06,QX-CHL-535,188,7.9
DC-03,2026-05-06,QX-CER-537,290,8.0
DC-03,2026-05-06,QX-HHD-542,11,9.1
DC-03,2026-05-06,QX-PRO-546,231,2.8
DC-03,2026-05-06,QX-HHD-559,288,1.4
DC-03,2026-05-06,QX-PRO-562,122,9.1
DC-03,2026-05-06,QX-HBC-563,31,0.7
DC-03,2026-05-06,QX-CER-564,148,0.9
DC-03,2026-05-06,QX-HHD-566,35,8.6
DC-03,2026-05-06,QX-TIN-567,277,2.4
DC-03,2026-05-06,QX-PET-569,281,6.0
DC-03,2026-05-06,QX-BWS-570,312,1.0
DC-03,2026-05-06,QX-HBC-574,266,9.0
DC-03,2026-05-06,QX-BAK-577,112,0.2
DC-03,2026-05-06,QX-PRO-578,181,0.5
DC-03,2026-05-06,QX-HHD-580,167,3.1
DC-03,2026-05-06,QX-DRY-588,252,7.4
DC-03,2026-05-06,QX-PET-592,57,7.3
DC-03,2026-05-06,QX-BAK-593,30,1.6
DC-03,2026-05-06,QX-BAK-600,326,5.4
DC-03,2026-05-06,QX-DRK-603,177,3.6
DC-03,2026-05-06,QX-PRO-606,20,5.6
DC-03,2026-05-06,QX-BWS-610,303,4.5
DC-03,2026-05-06,QX-DRK-611,1,3.7
DC-03,2026-05-06,QX-FRZ-614,217,3.4
DC-03,2026-05-06,QX-BAK-616,276,9.1
DC-03,2026-05-06,QX-BAK-619,44,6.3
DC-03,2026-05-06,QX-DRY-626,333,5.0
DC-03,2026-05-06,QX-HHD-627,288,2.5
DC-03,2026-05-06,QX-DRK-634,194,4.8
DC-03,2026-05-06,QX-BAK-654,92,7.1
DC-03,2026-05-06,QX-DRK-669,87,8.2
DC-03,2026-05-06,QX-BWS-671,328,2.8
DC-03,2026-05-06,QX-TIN-672,192,8.6
DC-03,2026-05-06,QX-CER-674,49,9.0
DC-03,2026-05-06,QX-DRK-677,13,1.1
DC-03,2026-05-06,QX-FRZ-678,98,5.8
DC-03,2026-05-06,QX-HHD-679,219,0.8
DC-03,2026-05-06,QX-PRO-683,49,1.7
DC-03,2026-05-06,QX-BWS-684,181,0.9
DC-03,2026-05-06,QX-PRO-689,138,4.4
DC-03,2026-05-06,QX-FRZ-694,278,2.5
DC-03,2026-05-06,QX-PET-702,97,3.3
DC-03,2026-05-06,QX-CHL-703,123,4.3
DC-03,2026-05-06,QX-FRZ-712,338,5.4
DC-03,2026-05-06,QX-TIN-718,126,6.9
DC-03,2026-05-06,QX-TIN-722,193,7.4
DC-03,2026-05-06,QX-DRY-724,337,3.3
DC-03,2026-05-06,QX-HHD-728,32,0.6
DC-03,2026-05-06,QX-PRO-731,161,8.6
DC-03,2026-05-06,QX-TIN-732,26,1.3
DC-03,2026-05-06,QX-CHL-734,88,2.6
DC-03,2026-05-06,QX-PRO-746,222,2.7
DC-03,2026-05-06,QX-DRY-759,15,7.6
DC-03,2026-05-06,QX-TIN-760,74,2.2
DC-03,2026-05-06,QX-CER-762,86,3.1
DC-03,2026-05-06,QX-CER-764,58,9.3
DC-03,2026-05-06,QX-TIN-765,123,2.5
DC-03,2026-05-06,QX-BAK-769,69,9.3
DC-03,2026-05-06,QX-HHD-787,335,9.0
DC-03,2026-05-06,QX-TIN-792,256,8.9
DC-03,2026-05-06,QX-TIN-799,246,8.7
DC-03,2026-05-06,QX-PRO-801,324,3.7
DC-03,2026-05-06,QX-BWS-809,104,2.9
DC-03,2026-05-06,QX-BAK-810,161,7.9
DC-03,2026-05-06,QX-HBC-811,20,4.0
DC-03,2026-05-06,QX-CHL-823,201,8.1
DC-03,2026-05-06,QX-CHL-825,190,1.5
DC-03,2026-05-06,QX-FRZ-829,100,2.0
DC-03,2026-05-06,QX-HBC-838,192,0.7
DC-03,2026-05-06,QX-TIN-839,173,5.9
DC-03,2026-05-06,QX-BAK-840,119,0.9
DC-03,2026-05-06,QX-PRO-846,290,4.4
DC-03,2026-05-06,QX-BAK-852,115,2.9
DC-03,2026-05-06,QX-HBC-854,161,8.1
DC-03,2026-05-06,QX-DRK-861,311,4.1
DC-03,2026-05-06,QX-BWS-864,311,3.3
DC-03,2026-05-06,QX-HBC-865,162,0.5
DC-03,2026-05-06,QX-DRY-871,5,2.4
DC-03,2026-05-06,QX-HBC-875,128,0.3
DC-03,2026-05-06,QX-BAK-877,296,6.8
DC-03,2026-05-06,QX-CER-889,242,2.4
DC-03,2026-05-06,QX-CER-890,214,5.5
DC-03,2026-05-06,QX-DRY-893,210,9.1
DC-03,2026-05-06,QX-CER-899,310,6.8
DC-03,2026-05-06,QX-DRY-910,194,3.6
DC-03,2026-05-06,QX-TIN-915,48,4.2
DC-03,2026-05-06,QX-DRK-922,181,3.2
DC-03,2026-05-06,QX-PRO-923,245,9.2
DC-03,2026-05-06,QX-HBC-924,224,4.7
DC-03,2026-05-06,QX-CHL-925,323,2.4
DC-03,2026-05-06,QX-HHD-929,163,2.1
DC-03,2026-05-06,QX-CHL-932,236,5.8
DC-03,2026-05-06,QX-FRZ-933,98,1.7
DC-03,2026-05-06,QX-TIN-938,285,7.6
DC-03,2026-05-06,QX-FRZ-941,51,6.7
DC-03,2026-05-06,QX-CHL-943,161,6.8
DC-03,2026-05-06,QX-DRK-948,42,7.3
DC-03,2026-05-06,QX-DRY-952,340,3.3
DC-03,2026-05-06,QX-FRZ-953,10,1.0
DC-03,2026-05-06,QX-PRO-960,257,1.2
DC-03,2026-05-06,QX-TIN-961,236,0.2
DC-03,2026-05-06,QX-DRY-970,193,5.8
DC-03,2026-05-06,QX-CHL-971,66,4.5
DC-03,2026-05-06,QX-CER-973,106,4.7
DC-03,2026-05-06,QX-HHD-974,19,5.5
DC-03,2026-05-06,QX-HBC-982,245,4.6
DC-03,2026-05-06,QX-HHD-988,285,8.1
DC-03,2026-05-06,QX-DRK-990,52,2.9
DC-03,2026-05-06,QX-FRZ-992,265,4.9
DC-03,2026-05-06,QX-CHL-993,163,2.7
DC-03,2026-05-06,QX-DRY-996,221,9.0
DC-03,2026-05-06,QX-CER-003,327,2.9
DC-03,2026-05-06,QX-TIN-007,116,9.4
DC-03,2026-05-06,QX-HHD-008,178,3.0
DC-03,2026-05-06,QX-CHL-012,71,6.1
DC-03,2026-05-06,QX-DRY-017,139,8.5
DC-03,2026-05-06,QX-HBC-020,337,2.8
DC-03,2026-05-06,QX-HBC-021,136,2.7
DC-03,2026-05-06,QX-DRY-024,17,8.6
DC-03,2026-05-06,QX-TIN-027,234,8.2
DC-03,2026-05-06,QX-HHD-033,287,2.7
DC-03,2026-05-06,QX-PET-035,326,7.7
DC-03,2026-05-06,QX-DRK-036,143,3.9
DC-03,2026-05-06,QX-CER-037,87,5.7
DC-03,2026-05-06,QX-CER-038,93,3.3
DC-03,2026-05-06,QX-DRY-039,314,9.2
DC-03,2026-05-06,QX-BAK-044,169,4.6
DC-03,2026-05-06,QX-FRZ-048,20,6.6
DC-03,2026-05-06,QX-FRZ-049,245,5.5
DC-03,2026-05-06,QX-DRY-054,54,6.5
DC-03,2026-05-06,QX-BAK-056,262,1.6
DC-03,2026-05-06,QX-DRK-059,177,3.3
DC-03,2026-05-06,QX-PET-072,294,5.4
DC-03,2026-05-06,QX-HBC-074,5,6.8
DC-03,2026-05-06,QX-FRZ-079,24,3.4
DC-03,2026-05-06,QX-TIN-083,250,4.6
DC-03,2026-05-06,QX-CHL-087,87,1.8
DC-03,2026-05-06,QX-DRK-088,319,2.3
DC-03,2026-05-06,QX-HBC-089,326,9.4
DC-03,2026-05-06,QX-PET-097,240,2.2
DC-03,2026-05-06,QX-DRK-104,43,3.1
DC-03,2026-05-06,QX-BAK-109,32,6.0
DC-03,2026-05-06,QX-DRY-111,31,1.3
DC-03,2026-05-06,QX-CER-134,239,5.3
DC-03,2026-05-06,QX-DRK-136,304,5.2
DC-03,2026-05-06,QX-CER-141,45,1.2
DC-03,2026-05-06,QX-PRO-142,10,5.4
DC-03,2026-05-06,QX-PRO-154,284,8.2
DC-03,2026-05-06,QX-CHL-159,186,8.9
DC-03,2026-05-06,QX-TIN-161,191,9.0
DC-03,2026-05-06,QX-PRO-162,204,0.6
DC-03,2026-05-06,QX-BWS-163,242,1.8
DC-03,2026-05-06,QX-DRY-170,253,4.7
DC-03,2026-05-06,QX-BWS-174,218,7.3
DC-03,2026-05-06,QX-PET-179,132,8.0
DC-03,2026-05-06,QX-HBC-180,55,8.3
DC-03,2026-05-06,QX-PET-181,209,8.9
DC-03,2026-05-06,QX-DRY-189,167,0.9
DC-03,2026-05-06,QX-HBC-198,240,3.5
DC-03,2026-05-06,QX-HBC-200,101,8.0
DC-03,2026-05-06,QX-CER-201,66,8.4
DC-03,2026-05-06,QX-FRZ-202,177,1.9
DC-03,2026-05-06,QX-CHL-203,242,3.0
DC-03,2026-05-06,QX-CHL-205,197,5.1
DC-03,2026-05-06,QX-DRY-206,222,3.7
DC-03,2026-05-06,QX-DRY-209,304,6.4
DC-03,2026-05-06,QX-CER-212,272,6.5
DC-03,2026-05-06,QX-PET-214,2,9.4
DC-03,2026-05-06,QX-DRY-218,176,3.0
DC-03,2026-05-06,QX-CHL-219,169,6.5
DC-03,2026-05-06,QX-HHD-220,143,4.8
DC-03,2026-05-06,QX-DRK-223,29,6.8
DC-03,2026-05-06,QX-HHD-233,263,9.3
DC-03,2026-05-06,QX-BWS-237,6,6.4
DC-03,2026-05-06,QX-PET-238,145,6.1
DC-03,2026-05-06,QX-BAK-250,134,2.6
DC-03,2026-05-06,QX-BAK-253,115,5.6
DC-03,2026-05-06,QX-HBC-254,76,1.8
DC-03,2026-05-06,QX-DRY-258,192,6.6
DC-03,2026-05-06,QX-TIN-265,97,1.9
DC-03,2026-05-06,QX-PRO-267,184,3.0
DC-03,2026-05-06,QX-DRY-270,307,5.3
DC-03,2026-05-06,QX-DRY-275,223,8.6
DC-03,2026-05-06,QX-BAK-278,62,3.6
DC-03,2026-05-06,QX-CHL-279,156,7.4
DC-03,2026-05-06,QX-BWS-284,28,1.8
DC-03,2026-05-06,QX-HBC-289,74,7.4
DC-03,2026-05-06,QX-PRO-293,11,1.6
DC-03,2026-05-06,QX-DRK-294,277,2.7
DC-03,2026-05-06,QX-BAK-295,92,5.4
DC-03,2026-05-06,QX-DRK-296,229,8.1
DC-03,2026-05-06,QX-CER-300,15,2.1
DC-03,2026-05-06,QX-BWS-309,178,0.9
DC-03,2026-05-06,QX-BAK-311,49,5.3
DC-03,2026-05-06,QX-CER-318,196,6.2
DC-03,2026-05-06,QX-DRK-319,30,3.4
DC-03,2026-05-06,QX-PRO-324,231,2.4
DC-03,2026-05-06,QX-CHL-327,196,7.1
DC-03,2026-05-06,QX-FRZ-328,278,8.6
DC-03,2026-05-06,QX-PRO-329,263,3.0
DC-03,2026-05-06,QX-FRZ-332,189,0.5
DC-03,2026-05-06,QX-CER-333,231,5.5
DC-03,2026-05-06,QX-DRK-335,312,6.3
DC-03,2026-05-06,QX-HBC-336,149,0.8
DC-03,2026-05-06,QX-BAK-339,322,3.9
DC-03,2026-05-06,QX-CER-342,179,2.6
DC-03,2026-05-06,QX-BAK-346,324,4.4
DC-03,2026-05-06,QX-DRY-351,220,3.0
DC-03,2026-05-06,QX-BAK-354,200,1.3
DC-03,2026-05-06,QX-HBC-360,122,3.2
DC-03,2026-05-06,QX-HBC-364,93,7.6
DC-03,2026-05-06,QX-TIN-366,14,2.7
DC-03,2026-05-06,QX-BAK-368,191,7.1
DC-03,2026-05-06,QX-DRY-371,24,6.5
DC-03,2026-05-06,QX-DRK-374,156,5.6
DC-03,2026-05-06,QX-HBC-378,60,1.6
DC-03,2026-05-06,QX-DRY-394,90,7.0
DC-03,2026-05-06,QX-CHL-396,231,0.4
DC-03,2026-05-06,QX-BWS-397,178,8.8
DC-03,2026-05-06,QX-DRK-403,49,1.4
DC-03,2026-05-06,QX-HHD-405,328,6.7
DC-03,2026-05-06,QX-CER-414,301,1.4
DC-03,2026-05-06,QX-BWS-415,195,8.0
DC-03,2026-05-06,QX-TIN-417,68,4.1
DC-03,2026-05-06,QX-CHL-428,183,1.3
DC-03,2026-05-06,QX-BAK-431,269,3.4
DC-03,2026-05-06,QX-CHL-432,264,1.1
DC-03,2026-05-06,QX-PET-434,82,0.7
DC-03,2026-05-06,QX-TIN-439,154,5.8
DC-03,2026-05-06,QX-HHD-458,309,0.6
DC-03,2026-05-06,QX-DRY-459,306,7.2
DC-04,2026-05-06,QX-CER-001,306,3.0
DC-04,2026-05-06,QX-CER-002,108,5.5
DC-04,2026-05-06,QX-TIN-032,17,3.8
DC-04,2026-05-06,QX-DRY-184,98,8.7
DC-04,2026-05-06,QX-BWS-201,143,6.9
DC-04,2026-05-06,QX-PRO-203,107,6.1
DC-04,2026-05-06,QX-DRK-204,121,3.8
DC-04,2026-05-06,QX-BWS-205,169,8.9
DC-04,2026-05-06,QX-FRZ-214,330,6.0
DC-04,2026-05-06,QX-PRO-217,278,8.8
DC-04,2026-05-06,QX-BAK-223,326,7.4
DC-04,2026-05-06,QX-HHD-225,216,8.5
DC-04,2026-05-06,QX-PET-226,189,6.4
DC-04,2026-05-06,QX-FRZ-231,180,3.2
DC-04,2026-05-06,QX-BAK-232,79,0.2
DC-04,2026-05-06,QX-DRK-234,276,5.3
DC-04,2026-05-06,QX-FRZ-244,25,5.1
DC-04,2026-05-06,QX-HHD-245,82,2.2
DC-04,2026-05-06,QX-CER-249,88,9.1
DC-04,2026-05-06,QX-TIN-251,242,5.0
DC-04,2026-05-06,QX-DRK-254,26,5.5
DC-04,2026-05-06,QX-BWS-256,150,7.8
DC-04,2026-05-06,QX-HBC-258,325,3.3
DC-04,2026-05-06,QX-HBC-261,135,0.4
DC-04,2026-05-06,QX-TIN-263,92,6.0
DC-04,2026-05-06,QX-TIN-264,196,6.3
DC-04,2026-05-06,QX-CER-267,147,2.9
DC-04,2026-05-06,QX-DRY-271,214,5.5
DC-04,2026-05-06,QX-CHL-274,334,2.7
DC-04,2026-05-06,QX-CER-275,331,0.3
DC-04,2026-05-06,QX-FRZ-282,271,8.1
DC-04,2026-05-06,QX-PRO-283,152,9.1
DC-04,2026-05-06,QX-BAK-288,173,4.5
DC-04,2026-05-06,QX-DRY-297,209,4.1
DC-04,2026-05-06,QX-FRZ-298,237,4.5
DC-04,2026-05-06,QX-DRY-301,339,0.8
DC-04,2026-05-06,QX-HHD-308,261,5.0
DC-04,2026-05-06,QX-DRY-312,211,4.5
DC-04,2026-05-06,QX-CER-324,38,2.9
DC-04,2026-05-06,QX-HBC-325,173,6.4
DC-04,2026-05-06,QX-PET-326,38,2.0
DC-04,2026-05-06,QX-BAK-328,303,4.8
DC-04,2026-05-06,QX-CER-329,309,0.5
DC-04,2026-05-06,QX-BAK-335,140,2.5
DC-04,2026-05-06,QX-HBC-337,133,4.0
DC-04,2026-05-06,QX-TIN-340,13,7.4
DC-04,2026-05-06,QX-CER-341,9,2.6
DC-04,2026-05-06,QX-PRO-347,51,1.0
DC-04,2026-05-06,QX-PET-348,332,7.8
DC-04,2026-05-06,QX-PET-349,279,2.9
DC-04,2026-05-06,QX-DRY-350,186,1.2
DC-04,2026-05-06,QX-CHL-351,64,2.4
DC-04,2026-05-06,QX-CHL-354,85,5.4
DC-04,2026-05-06,QX-BAK-379,131,7.0
DC-04,2026-05-06,QX-TIN-383,165,3.6
DC-04,2026-05-06,QX-HHD-387,78,1.3
DC-04,2026-05-06,QX-HHD-388,339,3.0
DC-04,2026-05-06,QX-HHD-390,63,6.2
DC-04,2026-05-06,QX-TIN-391,160,4.5
DC-04,2026-05-06,QX-DRK-393,132,3.1
DC-04,2026-05-06,QX-BWS-395,122,2.1
DC-04,2026-05-06,QX-DRK-405,153,1.8
DC-04,2026-05-06,QX-CER-410,268,4.4
DC-04,2026-05-06,QX-FRZ-411,324,4.4
DC-04,2026-05-06,QX-DRY-414,83,2.3
DC-04,2026-05-06,QX-DRY-416,191,8.7
DC-04,2026-05-06,QX-DRK-422,30,7.4
DC-04,2026-05-06,QX-HHD-424,22,4.3
DC-04,2026-05-06,QX-CHL-426,321,8.6
DC-04,2026-05-06,QX-CER-428,316,7.5
DC-04,2026-05-06,QX-TIN-429,310,7.6
DC-04,2026-05-06,QX-BAK-430,18,6.1
DC-04,2026-05-06,QX-BAK-434,70,5.1
DC-04,2026-05-06,QX-CHL-438,186,0.8
DC-04,2026-05-06,QX-BAK-440,279,6.9
DC-04,2026-05-06,QX-PRO-441,297,3.2
DC-04,2026-05-06,QX-HBC-442,59,0.9
DC-04,2026-05-06,QX-BAK-445,30,6.4
DC-04,2026-05-06,QX-FRZ-446,73,6.0
DC-04,2026-05-06,QX-CER-448,41,2.8
DC-04,2026-05-06,QX-PET-453,337,4.7
DC-04,2026-05-06,QX-HBC-455,104,6.6
DC-04,2026-05-06,QX-DRK-461,173,0.7
DC-04,2026-05-06,QX-CER-464,159,8.6
DC-04,2026-05-06,QX-TIN-470,31,1.0
DC-04,2026-05-06,QX-PRO-471,243,7.3
DC-04,2026-05-06,QX-BWS-474,202,7.0
DC-04,2026-05-06,QX-PRO-475,287,7.9
DC-04,2026-05-06,QX-CHL-476,156,3.1
DC-04,2026-05-06,QX-PRO-477,225,3.6
DC-04,2026-05-06,QX-PRO-478,144,6.7
DC-04,2026-05-06,QX-HBC-483,306,5.0
DC-04,2026-05-06,QX-BWS-485,124,7.1
DC-04,2026-05-06,QX-TIN-486,325,0.8
DC-04,2026-05-06,QX-BAK-487,84,0.4
DC-04,2026-05-06,QX-HBC-494,301,4.3
DC-04,2026-05-06,QX-CHL-496,135,6.0
DC-04,2026-05-06,QX-BWS-498,243,3.1
DC-04,2026-05-06,QX-HHD-501,327,3.3
DC-04,2026-05-06,QX-DRY-502,56,2.1
DC-04,2026-05-06,QX-PET-508,207,3.1
DC-04,2026-05-06,QX-HHD-509,181,5.3
DC-04,2026-05-06,QX-CER-511,306,5.4
DC-04,2026-05-06,QX-BAK-512,72,6.0
DC-04,2026-05-06,QX-FRZ-516,326,8.1
DC-04,2026-05-06,QX-DRY-517,13,4.7
DC-04,2026-05-06,QX-PRO-521,218,0.4
DC-04,2026-05-06,QX-CHL-526,238,1.7
DC-04,2026-05-06,QX-DRK-530,198,3.3
DC-04,2026-05-06,QX-PET-533,259,7.7
DC-04,2026-05-06,QX-DRY-534,207,5.5
DC-04,2026-05-06,QX-DRK-537,111,9.2
DC-04,2026-05-06,QX-BAK-539,254,3.1
DC-04,2026-05-06,QX-DRY-542,2,1.6
DC-04,2026-05-06,QX-HHD-551,242,2.3
DC-04,2026-05-06,QX-DRK-560,139,8.4
DC-04,2026-05-06,QX-FRZ-561,83,1.8
DC-04,2026-05-06,QX-FRZ-564,166,0.6
DC-04,2026-05-06,QX-DRY-565,181,6.2
DC-04,2026-05-06,QX-DRY-571,329,4.0
DC-04,2026-05-06,QX-BAK-585,190,0.3
DC-04,2026-05-06,QX-FRZ-586,209,6.4
DC-04,2026-05-06,QX-BAK-587,64,8.7
DC-04,2026-05-06,QX-HHD-594,220,5.5
DC-04,2026-05-06,QX-DRK-602,277,1.2
DC-04,2026-05-06,QX-BWS-607,134,3.7
DC-04,2026-05-06,QX-DRK-609,211,1.2
DC-04,2026-05-06,QX-HBC-613,172,6.5
DC-04,2026-05-06,QX-PRO-625,142,1.2
DC-04,2026-05-06,QX-DRK-627,140,9.3
DC-04,2026-05-06,QX-TIN-628,298,2.0
DC-04,2026-05-06,QX-DRY-629,130,3.3
DC-04,2026-05-06,QX-CHL-631,205,4.1
DC-04,2026-05-06,QX-DRY-635,43,7.1
DC-04,2026-05-06,QX-TIN-640,15,6.5
DC-04,2026-05-06,QX-TIN-642,174,3.9
DC-04,2026-05-06,QX-PRO-645,12,5.0
DC-04,2026-05-06,QX-HBC-648,241,5.6
DC-04,2026-05-06,QX-BWS-651,270,0.6
DC-04,2026-05-06,QX-PRO-653,284,5.5
DC-04,2026-05-06,QX-FRZ-655,338,1.7
DC-04,2026-05-06,QX-PET-661,73,3.3
DC-04,2026-05-06,QX-FRZ-666,225,3.1
DC-04,2026-05-06,QX-PRO-672,168,2.4
DC-04,2026-05-06,QX-PET-673,223,6.8
DC-04,2026-05-06,QX-PRO-681,203,4.3
DC-04,2026-05-06,QX-TIN-694,324,7.2
DC-04,2026-05-06,QX-BAK-696,36,4.8
DC-04,2026-05-06,QX-BWS-697,96,7.9
DC-04,2026-05-06,QX-HHD-707,300,4.5
DC-04,2026-05-06,QX-PET-708,123,6.1
DC-04,2026-05-06,QX-HHD-710,124,9.4
DC-04,2026-05-06,QX-FRZ-711,203,1.8
DC-04,2026-05-06,QX-CHL-716,139,8.1
DC-04,2026-05-06,QX-BAK-719,45,8.7
DC-04,2026-05-06,QX-HBC-723,165,4.6
DC-04,2026-05-06,QX-DRK-728,75,0.9
DC-04,2026-05-06,QX-BAK-732,163,5.9
DC-04,2026-05-06,QX-DRK-737,238,9.1
DC-04,2026-05-06,QX-CHL-742,142,1.7
DC-04,2026-05-06,QX-DRY-751,13,8.2
DC-04,2026-05-06,QX-BWS-753,245,3.8
DC-04,2026-05-06,QX-DRK-755,334,0.9
DC-04,2026-05-06,QX-BWS-758,15,3.7
DC-04,2026-05-06,QX-HHD-759,50,5.3
DC-04,2026-05-06,QX-DRY-760,204,0.8
DC-04,2026-05-06,QX-TIN-761,232,7.0
DC-04,2026-05-06,QX-CER-763,223,8.0
DC-04,2026-05-06,QX-PRO-766,80,0.6
DC-04,2026-05-06,QX-PET-769,242,1.7
DC-04,2026-05-06,QX-BWS-771,89,6.7
DC-04,2026-05-06,QX-HBC-772,133,6.8
DC-04,2026-05-06,QX-CER-774,161,5.8
DC-04,2026-05-06,QX-CHL-775,78,1.5
DC-04,2026-05-06,QX-DRY-781,56,2.5
DC-04,2026-05-06,QX-HBC-786,217,1.8
DC-04,2026-05-06,QX-HHD-790,312,8.5
DC-04,2026-05-06,QX-HBC-791,201,5.2
DC-04,2026-05-06,QX-BAK-802,229,0.9
DC-04,2026-05-06,QX-HBC-804,82,2.2
DC-04,2026-05-06,QX-DRK-810,12,9.2
DC-04,2026-05-06,QX-DRY-811,137,3.4
DC-04,2026-05-06,QX-CER-812,94,8.2
DC-04,2026-05-06,QX-HHD-813,124,7.7
DC-04,2026-05-06,QX-HHD-814,307,1.7
DC-04,2026-05-06,QX-DRK-815,93,7.0
DC-04,2026-05-06,QX-BWS-816,152,3.6
DC-04,2026-05-06,QX-PRO-817,180,8.7
DC-04,2026-05-06,QX-PRO-822,248,0.4
DC-04,2026-05-06,QX-BAK-827,253,1.6
DC-04,2026-05-06,QX-DRY-828,226,4.2
DC-04,2026-05-06,QX-BWS-832,168,8.7
DC-04,2026-05-06,QX-CER-833,280,8.9
DC-04,2026-05-06,QX-FRZ-839,80,1.9
DC-04,2026-05-06,QX-BAK-842,178,7.8
DC-04,2026-05-06,QX-HHD-848,145,4.7
DC-04,2026-05-06,QX-PET-855,188,8.4
DC-04,2026-05-06,QX-DRK-856,58,8.8
DC-04,2026-05-06,QX-HHD-860,129,9.3
DC-04,2026-05-06,QX-CER-862,260,0.9
DC-04,2026-05-06,QX-PRO-866,230,1.9
DC-04,2026-05-06,QX-BAK-867,205,7.1
DC-04,2026-05-06,QX-HHD-871,231,0.7
DC-04,2026-05-06,QX-BWS-875,201,4.4
DC-04,2026-05-06,QX-CHL-880,83,4.1
DC-04,2026-05-06,QX-CHL-881,181,1.2
DC-04,2026-05-06,QX-CER-882,79,2.5
DC-04,2026-05-06,QX-CHL-890,159,8.1
DC-04,2026-05-06,QX-PRO-892,339,8.2
DC-04,2026-05-06,QX-CER-894,23,8.1
DC-04,2026-05-06,QX-HBC-895,325,5.0
DC-04,2026-05-06,QX-DRK-898,70,7.8
DC-04,2026-05-06,QX-FRZ-900,73,0.7
DC-04,2026-05-06,QX-PET-901,221,6.2
DC-04,2026-05-06,QX-BAK-905,271,3.7
DC-04,2026-05-06,QX-DRY-906,300,6.1
DC-04,2026-05-06,QX-TIN-907,200,8.5
DC-04,2026-05-06,QX-FRZ-909,177,8.4
DC-04,2026-05-06,QX-BAK-912,24,6.5
DC-04,2026-05-06,QX-BAK-918,251,9.5
DC-04,2026-05-06,QX-TIN-920,275,2.4
DC-04,2026-05-06,QX-CER-929,238,6.1
DC-04,2026-05-06,QX-FRZ-931,215,0.8
DC-04,2026-05-06,QX-BWS-933,70,2.4
DC-04,2026-05-06,QX-TIN-937,151,5.9
DC-04,2026-05-06,QX-TIN-948,5,4.5
DC-04,2026-05-06,QX-CHL-949,278,7.2
DC-04,2026-05-06,QX-DRK-951,175,7.8
DC-04,2026-05-06,QX-CER-953,45,5.5
DC-04,2026-05-06,QX-BAK-958,46,2.4
DC-04,2026-05-06,QX-CHL-966,90,2.6
DC-04,2026-05-06,QX-HBC-969,75,2.7
DC-04,2026-05-06,QX-TIN-973,69,4.0
DC-04,2026-05-06,QX-CHL-979,158,5.0
DC-04,2026-05-06,QX-CER-981,85,1.0
DC-04,2026-05-06,QX-PET-984,63,7.9
DC-04,2026-05-06,QX-HBC-985,25,2.3
DC-04,2026-05-06,QX-HHD-986,39,5.2
DC-04,2026-05-06,QX-PET-992,320,4.2
DC-04,2026-05-06,QX-TIN-000,133,9.4
DC-04,2026-05-06,QX-PET-003,128,2.3
DC-04,2026-05-06,QX-FRZ-004,161,1.1
DC-04,2026-05-06,QX-DRY-005,47,6.8
DC-04,2026-05-06,QX-CHL-011,332,0.3
DC-04,2026-05-06,QX-DRK-013,220,1.8
DC-04,2026-05-06,QX-DRY-014,118,2.4
DC-04,2026-05-06,QX-DRY-025,304,4.0
DC-04,2026-05-06,QX-CER-031,183,8.8
DC-04,2026-05-06,QX-TIN-035,69,8.3
DC-04,2026-05-06,QX-CHL-038,267,4.3
DC-04,2026-05-06,QX-TIN-044,101,4.1
DC-04,2026-05-06,QX-CHL-048,319,9.2
DC-04,2026-05-06,QX-CHL-049,30,8.9
DC-04,2026-05-06,QX-DRK-053,54,8.6
DC-04,2026-05-06,QX-DRY-056,142,4.2
DC-04,2026-05-06,QX-HBC-057,137,6.3
DC-04,2026-05-06,QX-BAK-059,97,3.3
DC-04,2026-05-06,QX-CHL-061,272,4.0
DC-04,2026-05-06,QX-TIN-067,210,5.7
DC-04,2026-05-06,QX-FRZ-073,205,3.8
DC-04,2026-05-06,QX-TIN-075,227,6.1
DC-04,2026-05-06,QX-FRZ-080,37,7.9
DC-04,2026-05-06,QX-DRY-081,39,1.7
DC-04,2026-05-06,QX-PRO-082,133,2.7
DC-04,2026-05-06,QX-DRY-084,245,5.2
