sale_id,branch_id,till_id,business_date,employee_id,customer_id,scan_started_at,scan_ended_at,payment_completed_at,items,basket_total,payment_method
S-110921,B-08,B-08-T06,2026-05-06,E-888,,2026-05-06T07:54:23Z,2026-05-06T07:54:43Z,2026-05-06T07:54:55Z,16,127.81,mobile
S-110922,B-08,B-08-T06,2026-05-06,E-338,,2026-05-06T17:21:01Z,2026-05-06T17:21:09Z,2026-05-06T17:21:43Z,2,5.25,cash
S-110923,B-08,B-08-T08,2026-05-06,E-929,C-117743,2026-05-06T08:53:45Z,2026-05-06T08:53:53Z,2026-05-06T08:54:24Z,3,23.76,cash
S-110924,B-08,B-08-T12,2026-05-06,E-927,,2026-05-06T18:44:35Z,2026-05-06T18:44:44Z,2026-05-06T18:44:56Z,2,5.96,mobile
S-110925,B-08,B-08-T03,2026-05-06,E-930,C-131925,2026-05-06T11:14:27Z,2026-05-06T11:14:35Z,2026-05-06T11:14:42Z,1,7.43,card
S-110926,B-08,B-08-T03,2026-05-06,E-886,,2026-05-06T10:41:46Z,2026-05-06T10:41:54Z,2026-05-06T10:42:16Z,4,11.62,cash
S-110927,B-08,B-08-T03,2026-05-06,E-934,C-116129,2026-05-06T13:55:50Z,2026-05-06T13:55:58Z,2026-05-06T13:56:34Z,4,32.72,cash
S-110928,B-08,B-08-T06,2026-05-06,E-909,,2026-05-06T11:33:29Z,2026-05-06T11:33:51Z,2026-05-06T11:33:58Z,10,66.84,card
S-110929,B-08,B-08-T08,2026-05-06,E-889,,2026-05-06T16:41:32Z,2026-05-06T16:41:40Z,2026-05-06T16:41:50Z,6,70.92,card
S-110930,B-08,B-08-T11,2026-05-06,E-903,C-119374,2026-05-06T20:58:51Z,2026-05-06T21:00:08Z,2026-05-06T21:00:14Z,21,104.00,card
S-110931,B-08,B-08-T05,2026-05-06,E-888,C-103612,2026-05-06T18:21:24Z,2026-05-06T18:21:41Z,2026-05-06T18:21:46Z,16,101.88,card
S-110932,B-08,B-08-T04,2026-05-06,E-894,C-106967,2026-05-06T11:26:48Z,2026-05-06T11:27:00Z,2026-05-06T11:27:13Z,7,9.33,card
S-110933,B-08,B-08-T07,2026-05-06,E-934,C-111835,2026-05-06T14:05:54Z,2026-05-06T14:06:12Z,2026-05-06T14:06:22Z,11,38.39,card
S-110934,B-08,B-08-T12,2026-05-06,E-909,C-135005,2026-05-06T17:06:06Z,2026-05-06T17:06:22Z,2026-05-06T17:06:28Z,3,43.50,card
S-110935,B-08,B-08-T10,2026-05-06,E-915,C-122945,2026-05-06T14:51:19Z,2026-05-06T14:51:50Z,2026-05-06T14:52:01Z,28,102.07,card
S-110936,B-08,B-08-T12,2026-05-06,E-882,,2026-05-06T15:17:43Z,2026-05-06T15:18:49Z,2026-05-06T15:18:54Z,11,66.71,card
S-110937,B-08,B-08-T04,2026-05-06,E-892,,2026-05-06T20:59:22Z,2026-05-06T20:59:30Z,2026-05-06T20:59:36Z,3,2.10,card
S-110938,B-08,B-08-T08,2026-05-06,E-930,C-114997,2026-05-06T13:26:30Z,2026-05-06T13:26:38Z,2026-05-06T13:26:52Z,2,2.46,card
S-110939,B-08,B-08-T02,2026-05-06,E-912,,2026-05-06T13:36:40Z,2026-05-06T13:36:48Z,2026-05-06T13:36:53Z,3,55.98,mobile
S-110940,B-08,B-08-T07,2026-05-06,E-923,,2026-05-06T19:59:06Z,2026-05-06T19:59:14Z,2026-05-06T19:59:27Z,3,9.99,card
S-110941,B-08,B-08-T01,2026-05-06,E-882,,2026-05-06T07:55:58Z,2026-05-06T07:56:22Z,2026-05-06T07:56:27Z,12,63.38,card
S-110942,B-08,B-08-T12,2026-05-06,E-929,,2026-05-06T11:42:13Z,2026-05-06T11:42:21Z,2026-05-06T11:42:30Z,1,19.83,card
S-110943,B-08,B-08-T07,2026-05-06,E-899,,2026-05-06T13:35:29Z,2026-05-06T13:35:43Z,2026-05-06T13:35:56Z,6,5.88,card
S-110944,B-08,B-08-T12,2026-05-06,E-886,C-118512,2026-05-06T21:23:25Z,2026-05-06T21:23:52Z,2026-05-06T21:24:05Z,6,19.88,card
S-110945,B-08,B-08-T12,2026-05-06,E-897,,2026-05-06T18:02:22Z,2026-05-06T18:02:35Z,2026-05-06T18:02:40Z,3,4.38,card
S-110946,B-08,B-08-T05,2026-05-06,E-922,,2026-05-06T15:35:53Z,2026-05-06T15:36:02Z,2026-05-06T15:36:07Z,5,22.32,mobile
S-110947,B-08,B-08-T03,2026-05-06,E-916,,2026-05-06T10:20:53Z,2026-05-06T10:21:01Z,2026-05-06T10:21:16Z,1,4.38,mobile
S-110948,B-08,B-08-T06,2026-05-06,E-882,,2026-05-06T21:16:38Z,2026-05-06T21:16:46Z,2026-05-06T21:16:51Z,3,35.67,mobile
S-110949,B-08,B-08-T03,2026-05-06,E-909,,2026-05-06T09:29:41Z,2026-05-06T09:29:51Z,2026-05-06T09:30:03Z,5,12.26,card
S-110950,B-08,B-08-T02,2026-05-06,E-899,,2026-05-06T14:12:36Z,2026-05-06T14:12:44Z,2026-05-06T14:12:57Z,8,21.35,card
S-110951,B-08,B-08-T11,2026-05-06,E-916,,2026-05-06T18:06:33Z,2026-05-06T18:07:00Z,2026-05-06T18:07:12Z,5,9.62,mobile
S-110952,B-08,B-08-T07,2026-05-06,E-920,,2026-05-06T10:50:51Z,2026-05-06T10:51:00Z,2026-05-06T10:51:13Z,5,24.50,card
S-110953,B-08,B-08-T01,2026-05-06,E-882,C-101769,2026-05-06T14:51:46Z,2026-05-06T14:51:54Z,2026-05-06T14:52:22Z,2,4.43,cash
S-110954,B-08,B-08-T11,2026-05-06,E-900,C-123405,2026-05-06T12:46:14Z,2026-05-06T12:46:22Z,2026-05-06T12:46:32Z,1,4.64,card
S-110955,B-08,B-08-T12,2026-05-06,E-283,,2026-05-06T17:15:10Z,2026-05-06T17:16:20Z,2026-05-06T17:16:34Z,15,101.68,card
S-110956,B-08,B-08-T10,2026-05-06,E-886,,2026-05-06T18:47:00Z,2026-05-06T18:47:16Z,2026-05-06T18:47:28Z,15,74.09,card
S-110957,B-08,B-08-T01,2026-05-06,E-882,C-102341,2026-05-06T12:05:13Z,2026-05-06T12:05:21Z,2026-05-06T12:05:52Z,1,6.18,cash
S-110958,B-08,B-08-T11,2026-05-06,E-919,,2026-05-06T07:31:48Z,2026-05-06T07:33:53Z,2026-05-06T07:34:08Z,19,167.14,card
S-110959,B-08,B-08-T12,2026-05-06,E-896,,2026-05-06T12:31:26Z,2026-05-06T12:31:36Z,2026-05-06T12:31:43Z,3,7.68,card
S-110960,B-08,B-08-T09,2026-05-06,E-903,C-108928,2026-05-06T20:40:10Z,2026-05-06T20:40:21Z,2026-05-06T20:40:26Z,9,73.02,mobile
S-110961,B-08,B-08-T03,2026-05-06,E-283,,2026-05-06T18:28:12Z,2026-05-06T18:28:20Z,2026-05-06T18:28:39Z,4,3.17,cash
S-110962,B-08,B-08-T07,2026-05-06,E-912,C-104365,2026-05-06T13:24:09Z,2026-05-06T13:25:13Z,2026-05-06T13:25:29Z,29,146.36,cash
S-110963,B-08,B-08-T07,2026-05-06,E-903,,2026-05-06T11:56:59Z,2026-05-06T11:57:13Z,2026-05-06T11:57:18Z,6,24.86,mobile
S-110964,B-08,B-08-T04,2026-05-06,E-886,C-136177,2026-05-06T10:39:57Z,2026-05-06T10:40:05Z,2026-05-06T10:40:19Z,1,2.72,card
S-110965,B-08,B-08-T02,2026-05-06,E-893,,2026-05-06T17:35:49Z,2026-05-06T17:36:10Z,2026-05-06T17:36:16Z,13,59.09,mobile
S-110966,B-08,B-08-T09,2026-05-06,E-888,C-129224,2026-05-06T16:11:20Z,2026-05-06T16:11:46Z,2026-05-06T16:11:56Z,14,74.82,mobile
S-110967,B-08,B-08-T01,2026-05-06,E-880,,2026-05-06T14:52:15Z,2026-05-06T14:52:23Z,2026-05-06T14:52:30Z,1,9.28,card
S-110968,B-08,B-08-T03,2026-05-06,E-927,,2026-05-06T14:19:38Z,2026-05-06T14:19:46Z,2026-05-06T14:19:51Z,1,3.64,mobile
S-110969,B-08,B-08-T04,2026-05-06,E-908,,2026-05-06T17:42:25Z,2026-05-06T17:42:33Z,2026-05-06T17:42:49Z,1,14.50,cash
S-110970,B-08,B-08-T06,2026-05-06,E-884,,2026-05-06T20:45:47Z,2026-05-06T20:45:55Z,2026-05-06T20:46:01Z,3,19.59,mobile
S-110971,B-08,B-08-T07,2026-05-06,E-898,,2026-05-06T14:55:35Z,2026-05-06T14:56:17Z,2026-05-06T14:56:47Z,20,85.60,cash
S-110972,B-08,B-08-T08,2026-05-06,E-929,,2026-05-06T12:46:53Z,2026-05-06T12:47:01Z,2026-05-06T12:47:17Z,3,8.13,card
S-110973,B-08,B-08-T08,2026-05-06,E-896,,2026-05-06T17:04:33Z,2026-05-06T17:05:00Z,2026-05-06T17:05:11Z,19,62.08,card
S-110974,B-08,B-08-T12,2026-05-06,E-908,C-117829,2026-05-06T08:59:53Z,2026-05-06T09:00:19Z,2026-05-06T09:00:30Z,5,19.18,card
S-110975,B-08,B-08-T07,2026-05-06,E-918,,2026-05-06T20:26:44Z,2026-05-06T20:27:00Z,2026-05-06T20:27:06Z,7,41.70,mobile
S-110976,B-08,B-08-T12,2026-05-06,E-901,,2026-05-06T16:13:50Z,2026-05-06T16:14:17Z,2026-05-06T16:14:32Z,8,19.36,card
S-110977,B-08,B-08-T05,2026-05-06,E-917,,2026-05-06T14:07:22Z,2026-05-06T14:08:02Z,2026-05-06T14:08:08Z,31,240.82,card
S-110978,B-08,B-08-T01,2026-05-06,E-916,,2026-05-06T10:31:36Z,2026-05-06T10:31:44Z,2026-05-06T10:32:20Z,3,8.37,cash
S-110979,B-08,B-08-T06,2026-05-06,E-889,C-109235,2026-05-06T19:47:32Z,2026-05-06T19:47:40Z,2026-05-06T19:47:46Z,5,42.15,card
S-110980,B-08,B-08-T04,2026-05-06,E-915,C-134266,2026-05-06T08:24:18Z,2026-05-06T08:24:26Z,2026-05-06T08:24:41Z,3,10.56,card
S-110981,B-08,B-08-T12,2026-05-06,E-912,,2026-05-06T18:32:52Z,2026-05-06T18:33:00Z,2026-05-06T18:33:09Z,1,7.04,card
S-110982,B-08,B-08-T07,2026-05-06,E-283,C-100077,2026-05-06T15:07:41Z,2026-05-06T15:07:49Z,2026-05-06T15:07:53Z,2,29.84,mobile
S-110983,B-08,B-08-T08,2026-05-06,E-919,,2026-05-06T13:36:38Z,2026-05-06T13:36:46Z,2026-05-06T13:37:00Z,3,9.78,card
S-110984,B-08,B-08-T02,2026-05-06,E-926,,2026-05-06T18:36:14Z,2026-05-06T18:36:27Z,2026-05-06T18:36:32Z,7,46.15,card
S-110985,B-08,B-08-T09,2026-05-06,E-882,C-126776,2026-05-06T11:11:49Z,2026-05-06T11:11:57Z,2026-05-06T11:12:06Z,2,4.04,mobile
S-110986,B-08,B-08-T04,2026-05-06,E-922,,2026-05-06T07:49:39Z,2026-05-06T07:49:47Z,2026-05-06T07:50:00Z,3,27.87,card
S-110987,B-08,B-08-T12,2026-05-06,E-913,C-135344,2026-05-06T17:31:05Z,2026-05-06T17:31:15Z,2026-05-06T17:31:22Z,2,30.62,mobile
S-110988,B-08,B-08-T11,2026-05-06,E-934,,2026-05-06T09:12:01Z,2026-05-06T09:12:48Z,2026-05-06T09:12:56Z,11,20.61,mobile
S-110989,B-08,B-08-T04,2026-05-06,E-886,C-105660,2026-05-06T17:16:37Z,2026-05-06T17:16:51Z,2026-05-06T17:17:07Z,9,128.35,mobile
S-110990,B-08,B-08-T09,2026-05-06,E-911,C-127582,2026-05-06T12:57:06Z,2026-05-06T12:57:19Z,2026-05-06T12:57:25Z,7,82.34,card
S-110991,B-08,B-08-T05,2026-05-06,E-908,C-135854,2026-05-06T18:23:34Z,2026-05-06T18:24:17Z,2026-05-06T18:24:55Z,23,88.26,cash
S-110992,B-08,B-08-T02,2026-05-06,E-898,C-101883,2026-05-06T10:12:36Z,2026-05-06T10:12:44Z,2026-05-06T10:12:58Z,2,7.86,card
S-110993,B-08,B-08-T01,2026-05-06,E-911,,2026-05-06T11:05:38Z,2026-05-06T11:05:46Z,2026-05-06T11:05:56Z,2,11.90,card
S-110994,B-08,B-08-T09,2026-05-06,E-897,C-100043,2026-05-06T13:37:08Z,2026-05-06T13:38:10Z,2026-05-06T13:38:26Z,39,149.89,mobile
S-110995,B-08,B-08-T05,2026-05-06,E-909,C-140158,2026-05-06T20:23:22Z,2026-05-06T20:23:30Z,2026-05-06T20:23:42Z,3,7.41,card
S-110996,B-08,B-08-T03,2026-05-06,E-893,C-109708,2026-05-06T10:34:11Z,2026-05-06T10:34:33Z,2026-05-06T10:34:41Z,10,54.24,card
S-110997,B-08,B-08-T06,2026-05-06,E-912,,2026-05-06T20:26:13Z,2026-05-06T20:26:50Z,2026-05-06T20:27:25Z,15,87.53,cash
S-110998,B-08,B-08-T05,2026-05-06,E-921,C-123245,2026-05-06T14:12:45Z,2026-05-06T14:12:53Z,2026-05-06T14:13:00Z,1,29.98,card
S-110999,B-08,B-08-T02,2026-05-06,E-903,,2026-05-06T09:42:07Z,2026-05-06T09:42:18Z,2026-05-06T09:42:31Z,5,15.07,card
S-111000,B-08,B-08-T10,2026-05-06,E-896,C-135276,2026-05-06T08:45:51Z,2026-05-06T08:45:59Z,2026-05-06T08:46:14Z,3,6.00,card
S-111001,B-08,B-08-T07,2026-05-06,E-886,,2026-05-06T14:16:14Z,2026-05-06T14:16:22Z,2026-05-06T14:16:34Z,3,28.98,card
S-111002,B-08,B-08-T11,2026-05-06,E-884,C-129909,2026-05-06T11:06:05Z,2026-05-06T11:06:25Z,2026-05-06T11:06:41Z,4,3.08,card
S-111003,B-08,B-08-T05,2026-05-06,E-880,,2026-05-06T18:11:07Z,2026-05-06T18:11:15Z,2026-05-06T18:11:41Z,1,1.12,cash
S-111004,B-08,B-08-T02,2026-05-06,E-880,C-121399,2026-05-06T11:57:29Z,2026-05-06T11:58:22Z,2026-05-06T11:58:34Z,21,153.66,card
S-111005,B-08,B-08-T01,2026-05-06,E-915,C-141648,2026-05-06T16:55:44Z,2026-05-06T16:55:52Z,2026-05-06T16:55:56Z,3,7.98,mobile
S-111006,B-08,B-08-T06,2026-05-06,E-892,,2026-05-06T21:09:32Z,2026-05-06T21:10:19Z,2026-05-06T21:10:24Z,29,141.46,card
S-111007,B-08,B-08-T10,2026-05-06,E-917,C-103725,2026-05-06T19:06:36Z,2026-05-06T19:06:44Z,2026-05-06T19:06:57Z,2,13.24,cash
S-111008,B-08,B-08-T01,2026-05-06,E-898,,2026-05-06T20:43:04Z,2026-05-06T20:44:15Z,2026-05-06T20:44:42Z,31,130.43,cash
S-111009,B-08,B-08-T12,2026-05-06,E-903,,2026-05-06T07:26:15Z,2026-05-06T07:26:23Z,2026-05-06T07:26:38Z,2,10.08,card
S-111010,B-08,B-08-T01,2026-05-06,E-283,,2026-05-06T13:49:49Z,2026-05-06T13:50:20Z,2026-05-06T13:50:36Z,13,91.20,card
S-111011,B-08,B-08-T01,2026-05-06,E-916,C-128069,2026-05-06T09:45:35Z,2026-05-06T09:45:43Z,2026-05-06T09:45:56Z,3,6.30,cash
S-111012,B-08,B-08-T10,2026-05-06,E-886,,2026-05-06T07:27:55Z,2026-05-06T07:28:27Z,2026-05-06T07:28:44Z,14,53.72,cash
S-111013,B-08,B-08-T02,2026-05-06,E-896,C-106065,2026-05-06T10:46:44Z,2026-05-06T10:46:52Z,2026-05-06T10:47:06Z,2,7.18,mobile
S-111014,B-08,B-08-T05,2026-05-06,E-920,,2026-05-06T10:39:59Z,2026-05-06T10:40:26Z,2026-05-06T10:40:52Z,24,130.20,cash
S-111015,B-08,B-08-T07,2026-05-06,E-885,,2026-05-06T18:39:11Z,2026-05-06T18:39:19Z,2026-05-06T18:39:31Z,5,23.15,card
S-111016,B-08,B-08-T01,2026-05-06,E-890,C-132859,2026-05-06T19:35:29Z,2026-05-06T19:35:37Z,2026-05-06T19:35:53Z,2,65.42,card
S-111017,B-08,B-08-T06,2026-05-06,E-930,,2026-05-06T18:17:48Z,2026-05-06T18:18:16Z,2026-05-06T18:18:31Z,20,108.11,card
S-111018,B-08,B-08-T12,2026-05-06,E-892,,2026-05-06T15:00:45Z,2026-05-06T15:02:10Z,2026-05-06T15:02:22Z,13,62.72,card
S-111019,B-08,B-08-T03,2026-05-06,E-891,C-134727,2026-05-06T09:58:52Z,2026-05-06T09:59:00Z,2026-05-06T09:59:06Z,2,21.28,card
S-111020,B-08,B-08-T05,2026-05-06,E-926,,2026-05-06T12:20:17Z,2026-05-06T12:20:33Z,2026-05-06T12:21:06Z,8,37.18,cash
S-111021,B-08,B-08-T11,2026-05-06,E-896,,2026-05-06T09:13:21Z,2026-05-06T09:13:33Z,2026-05-06T09:13:38Z,3,33.27,card
S-111022,B-08,B-08-T08,2026-05-06,E-903,,2026-05-06T20:48:41Z,2026-05-06T20:48:49Z,2026-05-06T20:48:55Z,3,7.49,mobile
S-111023,B-08,B-08-T06,2026-05-06,E-930,,2026-05-06T13:28:59Z,2026-05-06T13:29:07Z,2026-05-06T13:29:21Z,2,10.60,mobile
S-111024,B-08,B-08-T06,2026-05-06,E-900,,2026-05-06T11:34:22Z,2026-05-06T11:34:30Z,2026-05-06T11:34:38Z,1,6.16,card
S-111025,B-08,B-08-T08,2026-05-06,E-891,,2026-05-06T16:28:14Z,2026-05-06T16:28:22Z,2026-05-06T16:28:34Z,3,12.99,card
S-111026,B-08,B-08-T11,2026-05-06,E-887,C-142017,2026-05-06T19:26:53Z,2026-05-06T19:27:17Z,2026-05-06T19:27:30Z,7,39.91,mobile
S-111027,B-08,B-08-T08,2026-05-06,E-923,,2026-05-06T16:38:05Z,2026-05-06T16:39:19Z,2026-05-06T16:39:34Z,36,167.41,card
S-111028,B-08,B-08-T10,2026-05-06,E-884,,2026-05-06T07:50:13Z,2026-05-06T07:50:21Z,2026-05-06T07:50:37Z,3,9.06,card
S-111029,B-08,B-08-T10,2026-05-06,E-893,C-132989,2026-05-06T12:53:41Z,2026-05-06T12:53:58Z,2026-05-06T12:54:12Z,7,15.20,card
S-111030,B-08,B-08-T08,2026-05-06,E-879,C-131695,2026-05-06T13:03:51Z,2026-05-06T13:04:32Z,2026-05-06T13:04:44Z,19,72.37,card
S-111031,B-08,B-08-T01,2026-05-06,E-903,,2026-05-06T11:25:50Z,2026-05-06T11:25:58Z,2026-05-06T11:26:09Z,3,13.70,card
S-111032,B-08,B-08-T02,2026-05-06,E-916,,2026-05-06T19:56:26Z,2026-05-06T19:56:38Z,2026-05-06T19:56:50Z,8,43.32,card
S-111033,B-08,B-08-T09,2026-05-06,E-919,,2026-05-06T15:46:29Z,2026-05-06T15:46:37Z,2026-05-06T15:46:47Z,3,8.18,card
S-111034,B-08,B-08-T03,2026-05-06,E-889,,2026-05-06T20:30:48Z,2026-05-06T20:31:29Z,2026-05-06T20:31:36Z,19,156.37,card
S-111035,B-08,B-08-T02,2026-05-06,E-930,,2026-05-06T08:32:48Z,2026-05-06T08:33:02Z,2026-05-06T08:33:13Z,8,29.59,mobile
S-111036,B-08,B-08-T02,2026-05-06,E-909,C-133359,2026-05-06T15:04:49Z,2026-05-06T15:04:57Z,2026-05-06T15:05:10Z,3,10.94,card
S-111037,B-08,B-08-T02,2026-05-06,E-903,,2026-05-06T16:45:42Z,2026-05-06T16:46:33Z,2026-05-06T16:46:39Z,26,137.81,mobile
S-111038,B-08,B-08-T06,2026-05-06,E-934,,2026-05-06T17:55:17Z,2026-05-06T17:55:26Z,2026-05-06T17:55:33Z,6,62.58,mobile
S-111039,B-08,B-08-T12,2026-05-06,E-915,,2026-05-06T08:11:58Z,2026-05-06T08:12:06Z,2026-05-06T08:12:13Z,2,2.24,mobile
S-111040,B-08,B-08-T09,2026-05-06,E-919,C-128031,2026-05-06T08:50:29Z,2026-05-06T08:50:38Z,2026-05-06T08:50:44Z,5,9.13,card
S-111041,B-08,B-08-T06,2026-05-06,E-919,C-103814,2026-05-06T07:17:53Z,2026-05-06T07:18:01Z,2026-05-06T07:18:36Z,3,55.20,cash
S-111042,B-08,B-08-T12,2026-05-06,E-916,,2026-05-06T11:16:57Z,2026-05-06T11:17:16Z,2026-05-06T11:17:28Z,3,21.82,card
S-111043,B-08,B-08-T04,2026-05-06,E-906,,2026-05-06T17:32:16Z,2026-05-06T17:33:13Z,2026-05-06T17:33:27Z,28,151.06,cash
S-111044,B-08,B-08-T11,2026-05-06,E-879,,2026-05-06T09:28:46Z,2026-05-06T09:29:10Z,2026-05-06T09:29:25Z,7,45.71,card
S-111045,B-08,B-08-T09,2026-05-06,E-917,,2026-05-06T18:50:13Z,2026-05-06T18:51:05Z,2026-05-06T18:51:21Z,21,96.86,cash
S-111046,B-08,B-08-T01,2026-05-06,E-892,C-116670,2026-05-06T17:17:01Z,2026-05-06T17:17:11Z,2026-05-06T17:17:26Z,8,52.52,card
S-111047,B-08,B-08-T08,2026-05-06,E-899,C-134504,2026-05-06T10:45:08Z,2026-05-06T10:45:16Z,2026-05-06T10:45:30Z,3,8.37,card
S-111048,B-08,B-08-T04,2026-05-06,E-918,,2026-05-06T10:01:59Z,2026-05-06T10:02:56Z,2026-05-06T10:03:12Z,23,151.78,card
S-111049,B-08,B-08-T09,2026-05-06,E-917,,2026-05-06T14:19:47Z,2026-05-06T14:20:13Z,2026-05-06T14:20:23Z,19,82.49,card
S-111050,B-08,B-08-T03,2026-05-06,E-919,,2026-05-06T21:18:32Z,2026-05-06T21:18:40Z,2026-05-06T21:18:56Z,6,24.54,card
S-111051,B-08,B-08-T12,2026-05-06,E-930,,2026-05-06T07:38:05Z,2026-05-06T07:38:59Z,2026-05-06T07:39:06Z,9,68.97,mobile
S-111052,B-08,B-08-T03,2026-05-06,E-915,,2026-05-06T13:09:33Z,2026-05-06T13:09:42Z,2026-05-06T13:09:58Z,7,27.47,card
S-111053,B-08,B-08-T02,2026-05-06,E-886,,2026-05-06T20:06:33Z,2026-05-06T20:07:17Z,2026-05-06T20:07:27Z,19,83.52,card
S-111054,B-08,B-08-T03,2026-05-06,E-907,C-134839,2026-05-06T10:02:58Z,2026-05-06T10:03:06Z,2026-05-06T10:03:14Z,2,12.70,card
S-111055,B-08,B-08-T11,2026-05-06,E-911,,2026-05-06T17:45:11Z,2026-05-06T17:46:35Z,2026-05-06T17:46:41Z,18,94.94,mobile
S-111056,B-08,B-08-T12,2026-05-06,E-929,,2026-05-06T10:53:51Z,2026-05-06T10:54:08Z,2026-05-06T10:54:14Z,3,18.66,card
S-111057,B-08,B-08-T03,2026-05-06,E-895,C-100613,2026-05-06T13:15:25Z,2026-05-06T13:15:58Z,2026-05-06T13:16:09Z,19,58.56,mobile
S-111058,B-08,B-08-T10,2026-05-06,E-917,,2026-05-06T12:52:15Z,2026-05-06T12:53:04Z,2026-05-06T12:53:10Z,29,173.85,card
S-111059,B-08,B-08-T03,2026-05-06,E-129,C-105403,2026-05-06T16:17:35Z,2026-05-06T16:17:43Z,2026-05-06T16:17:52Z,4,26.96,card
S-111060,B-08,B-08-T06,2026-05-06,E-892,C-122935,2026-05-06T18:30:20Z,2026-05-06T18:30:40Z,2026-05-06T18:30:56Z,12,158.42,card
S-111061,B-08,B-08-T01,2026-05-06,E-882,,2026-05-06T09:32:40Z,2026-05-06T09:32:48Z,2026-05-06T09:33:02Z,1,5.92,card
S-111062,B-08,B-08-T08,2026-05-06,E-918,,2026-05-06T14:11:33Z,2026-05-06T14:11:41Z,2026-05-06T14:11:55Z,2,16.45,card
S-111063,B-08,B-08-T06,2026-05-06,E-884,,2026-05-06T12:03:07Z,2026-05-06T12:03:58Z,2026-05-06T12:04:21Z,38,171.61,cash
S-111064,B-08,B-08-T02,2026-05-06,E-900,C-101025,2026-05-06T10:50:10Z,2026-05-06T10:51:01Z,2026-05-06T10:51:16Z,21,93.73,card
S-111065,B-08,B-08-T06,2026-05-06,E-921,,2026-05-06T20:57:05Z,2026-05-06T20:57:13Z,2026-05-06T20:57:50Z,3,103.23,cash
S-111066,B-08,B-08-T10,2026-05-06,E-882,,2026-05-06T09:32:57Z,2026-05-06T09:33:08Z,2026-05-06T09:33:14Z,6,13.38,card
S-111067,B-08,B-08-T09,2026-05-06,E-927,,2026-05-06T15:38:27Z,2026-05-06T15:38:35Z,2026-05-06T15:38:41Z,3,15.42,card
S-111068,B-08,B-08-T10,2026-05-06,E-878,,2026-05-06T09:58:31Z,2026-05-06T09:58:42Z,2026-05-06T09:58:47Z,5,42.70,mobile
S-111069,B-08,B-08-T03,2026-05-06,E-884,,2026-05-06T18:33:49Z,2026-05-06T18:33:57Z,2026-05-06T18:34:09Z,2,16.38,card
S-111070,B-08,B-08-T01,2026-05-06,E-884,,2026-05-06T07:02:54Z,2026-05-06T07:03:02Z,2026-05-06T07:03:15Z,2,11.44,mobile
S-111071,B-08,B-08-T04,2026-05-06,E-902,C-103688,2026-05-06T17:03:30Z,2026-05-06T17:03:49Z,2026-05-06T17:04:05Z,10,76.99,card
S-111072,B-08,B-08-T01,2026-05-06,E-934,C-125224,2026-05-06T16:34:18Z,2026-05-06T16:34:26Z,2026-05-06T16:34:45Z,2,11.99,cash
S-111073,B-08,B-08-T04,2026-05-06,E-889,C-130106,2026-05-06T09:08:34Z,2026-05-06T09:08:42Z,2026-05-06T09:09:17Z,3,12.09,cash
S-111074,B-08,B-08-T03,2026-05-06,E-884,,2026-05-06T12:22:23Z,2026-05-06T12:22:46Z,2026-05-06T12:22:58Z,11,77.29,mobile
S-111075,B-08,B-08-T08,2026-05-06,E-889,C-117429,2026-05-06T19:47:03Z,2026-05-06T19:47:17Z,2026-05-06T19:47:33Z,8,56.92,card
S-111076,B-08,B-08-T11,2026-05-06,E-928,,2026-05-06T09:03:17Z,2026-05-06T09:04:47Z,2026-05-06T09:04:53Z,17,39.43,card
S-111077,B-08,B-08-T05,2026-05-06,E-338,C-117969,2026-05-06T12:36:36Z,2026-05-06T12:36:44Z,2026-05-06T12:36:50Z,2,6.98,mobile
S-111078,B-08,B-08-T05,2026-05-06,E-898,C-122876,2026-05-06T19:18:09Z,2026-05-06T19:18:17Z,2026-05-06T19:18:42Z,3,8.58,cash
S-111079,B-08,B-08-T03,2026-05-06,E-919,C-139691,2026-05-06T14:28:02Z,2026-05-06T14:28:10Z,2026-05-06T14:28:22Z,3,3.45,mobile
S-111080,B-08,B-08-T10,2026-05-06,E-882,C-136862,2026-05-06T18:32:21Z,2026-05-06T18:32:29Z,2026-05-06T18:32:44Z,4,12.20,card
S-111081,B-08,B-08-T07,2026-05-06,E-889,,2026-05-06T08:33:04Z,2026-05-06T08:33:12Z,2026-05-06T08:33:25Z,3,2.80,card
S-111082,B-08,B-08-T05,2026-05-06,E-920,C-123589,2026-05-06T18:18:29Z,2026-05-06T18:19:19Z,2026-05-06T18:19:28Z,20,139.51,mobile
S-111083,B-08,B-08-T04,2026-05-06,E-880,,2026-05-06T10:10:39Z,2026-05-06T10:10:48Z,2026-05-06T10:11:02Z,5,24.39,cash
S-111084,B-08,B-08-T08,2026-05-06,E-934,C-110155,2026-05-06T17:30:16Z,2026-05-06T17:30:24Z,2026-05-06T17:30:33Z,1,2.95,card
S-111085,B-08,B-08-T12,2026-05-06,E-901,C-105321,2026-05-06T07:27:44Z,2026-05-06T07:31:00Z,2026-05-06T07:31:11Z,32,137.42,card
S-111086,B-08,B-08-T03,2026-05-06,E-890,,2026-05-06T12:53:46Z,2026-05-06T12:53:54Z,2026-05-06T12:54:07Z,2,2.87,mobile
S-111087,B-08,B-08-T06,2026-05-06,E-929,C-142030,2026-05-06T12:56:18Z,2026-05-06T12:56:53Z,2026-05-06T12:57:19Z,19,103.70,cash
